transaction_id,user_id,amount,points_earned,transaction_datetime,transaction_type
309,75,0,500,2024-07-13 06:43:28,Signup Bonus
310,75,308,0,2024-11-20 18:00:39,Redeemed
311,75,1563,3126,2025-01-04 00:31:02,Earned
312,75,394,0,2024-06-02 10:44:42,Redeemed
313,76,0,500,2024-11-10 00:49:49,Signup Bonus
314,76,474,948,2025-02-14 02:51:56,Earned
315,76,1557,3114,2024-10-03 18:24:36,Earned
316,76,973,1946,2024-07-14 02:43:07,Earned
317,76,480,0,2025-02-08 02:44:21,Redeemed
318,76,431,0,2024-11-04 08:12:42,Redeemed
319,77,0,500,2024-08-26 10:46:11,Signup Bonus
320,77,454,0,2024-07-02 23:19:31,Redeemed
321,78,0,500,2024-08-23 01:52:10,Signup Bonus
322,78,648,1296,2025-01-03 01:46:08,Earned
323,78,470,0,2024-12-29 17:55:05,Redeemed
324,78,217,434,2025-01-03 17:53:58,Earned
325,78,350,0,2024-08-08 16:13:37,Redeemed
326,79,0,500,2024-09-01 04:49:16,Signup Bonus
327,79,172,0,2025-02-18 02:22:16,Redeemed
328,79,789,1578,2025-01-05 13:33:49,Earned
329,79,129,0,2024-04-17 11:50:57,Redeemed
330,79,1511,3022,2024-08-27 06:53:32,Earned
331,79,1477,2954,2024-03-19 01:52:21,Earned
332,80,0,500,2024-12-14 12:47:48,Signup Bonus
333,80,694,1388,2024-09-02 13:06:29,Earned
334,80,117,0,2024-06-06 18:47:31,Redeemed
335,80,1118,2236,2025-01-13 12:08:23,Earned
336,80,1423,2846,2024-07-02 01:42:00,Earned
337,81,0,500,2024-12-17 01:42:59,Signup Bonus
338,81,182,0,2025-02-03 05:15:55,Redeemed
339,82,0,500,2024-09-07 17:27:38,Signup Bonus
340,82,1954,3908,2024-10-30 03:08:16,Earned
341,82,315,0,2025-01-25 23:59:11,Redeemed
342,83,0,500,2024-07-27 22:07:26,Signup Bonus
343,83,311,0,2025-02-05 04:02:59,Redeemed
344,83,462,0,2024-06-03 02:19:23,Redeemed
345,84,0,500,2024-10-06 18:56:03,Signup Bonus
346,84,223,0,2024-10-28 08:58:47,Redeemed
347,84,1914,3828,2024-03-22 19:06:53,Earned
348,84,290,0,2025-02-08 06:38:51,Redeemed
349,85,0,500,2024-11-14 14:41:18,Signup Bonus
350,85,1132,2264,2024-10-07 15:19:15,Earned
351,85,150,0,2024-12-05 18:27:53,Redeemed
352,85,124,0,2024-04-29 22:28:54,Redeemed
353,86,0,500,2024-05-12 04:07:10,Signup Bonus
354,86,227,0,2024-07-02 06:19:47,Redeemed
355,86,518,1036,2024-07-09 02:27:15,Earned
356,86,375,750,2024-05-27 04:40:01,Earned
357,86,182,0,2024-10-08 06:42:09,Redeemed
358,87,0,500,2024-10-16 01:09:54,Signup Bonus
359,87,128,256,2024-12-08 22:57:05,Earned
360,87,707,1414,2024-07-27 00:53:11,Earned
361,87,1623,3246,2025-01-22 05:54:35,Earned
362,87,246,0,2024-09-23 23:13:33,Redeemed
363,87,258,516,2024-10-22 14:12:31,Earned
364,88,0,500,2024-04-12 14:37:22,Signup Bonus
365,88,190,0,2025-01-06 20:10:50,Redeemed
366,88,126,252,2025-01-28 19:53:07,Earned
367,88,121,0,2024-10-09 03:48:50,Redeemed
368,88,409,0,2024-08-13 22:22:37,Redeemed
369,89,0,500,2024-08-14 23:11:15,Signup Bonus
370,89,306,0,2024-07-07 12:56:57,Redeemed
371,90,0,500,2024-05-24 02:54:52,Signup Bonus
372,90,386,0,2024-11-22 01:25:23,Redeemed
373,91,0,500,2024-05-23 09:18:15,Signup Bonus
374,91,1603,3206,2024-11-25 03:52:42,Earned
375,91,1557,3114,2024-07-01 08:13:55,Earned
376,91,259,0,2025-01-18 07:17:36,Redeemed
377,92,0,500,2024-05-05 20:47:29,Signup Bonus
378,92,1011,2022,2025-01-12 14:56:28,Earned
379,92,564,1128,2024-09-14 15:47:13,Earned
380,92,539,1078,2024-09-18 21:53:19,Earned
381,92,202,404,2024-04-18 18:49:29,Earned
382,93,0,500,2024-11-26 17:52:45,Signup Bonus
383,93,724,1448,2024-03-07 08:55:17,Earned
384,93,1760,3520,2024-10-24 19:00:04,Earned
385,93,253,0,2024-08-05 00:43:10,Redeemed
386,93,1888,3776,2024-06-14 14:01:55,Earned
387,93,455,0,2025-01-13 23:00:45,Redeemed
388,94,0,500,2024-09-28 00:27:42,Signup Bonus
389,94,497,0,2024-11-20 00:47:41,Redeemed
390,94,198,0,2024-08-31 17:01:50,Redeemed
391,95,0,500,2024-05-01 14:01:33,Signup Bonus
392,95,1662,3324,2024-05-16 05:20:59,Earned
393,95,139,0,2025-02-11 06:12:59,Redeemed
394,96,0,500,2024-04-03 10:50:31,Signup Bonus
395,96,376,0,2024-09-19 08:28:07,Redeemed
396,96,193,0,2024-03-14 07:30:05,Redeemed
397,96,443,0,2024-11-16 00:31:59,Redeemed
398,96,304,0,2024-06-18 11:26:58,Redeemed
399,97,0,500,2024-05-31 21:42:12,Signup Bonus
400,97,337,0,2024-06-26 14:03:00,Redeemed
401,97,543,1086,2024-08-12 12:01:02,Earned
402,97,390,780,2024-12-13 20:13:39,Earned
403,98,0,500,2024-03-30 00:04:56,Signup Bonus
404,98,426,0,2024-04-28 12:41:58,Redeemed
405,98,385,0,2024-09-29 23:32:19,Redeemed
406,99,0,500,2024-06-12 07:35:56,Signup Bonus
407,99,567,1134,2024-11-14 18:36:57,Earned
408,99,321,0,2024-07-09 06:32:05,Redeemed
409,99,190,0,2024-04-20 05:50:39,Redeemed
410,100,0,500,2024-09-07 03:51:23,Signup Bonus
411,100,353,0,2024-05-04 10:04:24,Redeemed
412,101,0,500,2024-10-31 12:58:33,Signup Bonus
413,101,441,0,2024-11-13 01:59:21,Redeemed
414,101,1771,3542,2024-09-05 10:41:13,Earned
415,101,313,0,2025-02-04 04:42:02,Redeemed
416,101,777,1554,2024-12-17 09:26:52,Earned
417,102,0,500,2025-01-26 13:35:28,Signup Bonus
418,102,1885,3770,2024-10-15 18:46:51,Earned
419,103,0,500,2024-07-12 19:18:02,Signup Bonus
420,103,1710,3420,2024-12-24 15:25:32,Earned
421,103,838,1676,2024-05-29 17:39:46,Earned
422,104,0,500,2024-12-20 10:45:56,Signup Bonus
423,104,380,0,2024-06-10 23:26:39,Redeemed
424,105,0,500,2024-11-18 04:30:40,Signup Bonus
425,105,499,998,2024-08-22 15:37:48,Earned
426,106,0,500,2024-03-31 13:33:47,Signup Bonus
427,106,489,0,2025-02-16 00:45:15,Redeemed
428,106,896,1792,2024-06-13 20:13:09,Earned
429,106,1653,3306,2025-01-28 01:20:46,Earned
430,106,1002,2004,2024-11-07 21:50:17,Earned
431,106,286,0,2025-01-06 22:18:21,Redeemed
432,107,0,500,2024-08-04 07:39:01,Signup Bonus
433,107,376,752,2024-10-16 14:42:52,Earned
434,107,341,0,2025-01-07 08:48:12,Redeemed
435,107,130,0,2025-01-15 10:45:27,Redeemed
436,108,0,500,2024-12-02 13:22:01,Signup Bonus
437,108,1969,3938,2024-09-16 05:01:21,Earned
438,108,101,0,2024-04-05 00:42:21,Redeemed
439,109,0,500,2024-12-27 02:04:57,Signup Bonus
440,109,171,0,2024-07-03 15:30:06,Redeemed
441,110,0,500,2024-12-02 09:40:26,Signup Bonus
442,110,680,1360,2024-04-27 03:40:06,Earned
443,110,188,0,2024-10-31 05:28:00,Redeemed
444,110,185,0,2024-09-12 04:44:39,Redeemed
445,110,288,0,2024-06-09 08:49:45,Redeemed
446,110,1741,3482,2025-02-05 00:09:48,Earned
447,111,0,500,2024-06-02 08:21:51,Signup Bonus
448,111,334,0,2024-06-08 07:43:15,Redeemed
449,111,595,1190,2025-01-10 03:07:56,Earned
450,112,0,500,2024-03-30 12:10:43,Signup Bonus
451,112,497,0,2024-04-04 00:55:16,Redeemed
452,112,352,704,2024-09-04 01:42:06,Earned
453,113,0,500,2024-07-11 05:08:05,Signup Bonus
454,113,301,0,2025-03-03 08:23:38,Redeemed
455,114,0,500,2024-07-29 05:25:21,Signup Bonus
456,114,422,0,2024-07-18 15:04:30,Redeemed
457,114,464,928,2024-07-17 02:33:09,Earned
458,114,340,680,2024-10-30 13:56:55,Earned
459,114,214,0,2024-09-15 20:36:43,Redeemed
460,115,0,500,2024-05-05 17:47:34,Signup Bonus
461,115,500,1000,2024-08-19 15:54:13,Earned
462,115,245,0,2025-02-16 07:58:36,Redeemed
463,115,1895,3790,2024-07-16 12:41:42,Earned
464,116,0,500,2024-11-09 14:10:34,Signup Bonus
465,116,1418,2836,2024-08-31 20:18:34,Earned
466,117,0,500,2024-07-29 12:44:09,Signup Bonus
467,117,116,0,2024-12-05 17:30:37,Redeemed
468,117,479,0,2024-12-22 08:50:36,Redeemed
469,117,395,0,2024-04-15 10:27:52,Redeemed
470,117,1772,3544,2024-05-02 07:44:20,Earned
471,118,0,500,2024-10-07 08:35:20,Signup Bonus
472,118,434,0,2024-07-01 01:40:29,Redeemed
473,118,170,340,2024-08-31 23:34:05,Earned
474,118,247,0,2024-06-20 20:25:59,Redeemed
475,119,0,500,2025-01-08 04:12:29,Signup Bonus
476,119,469,0,2024-07-16 19:57:27,Redeemed
477,119,357,0,2024-05-06 22:14:49,Redeemed
478,119,488,0,2024-12-27 22:57:45,Redeemed
479,119,1147,2294,2025-01-09 18:08:24,Earned
480,119,337,0,2024-05-23 04:07:28,Redeemed
481,120,0,500,2024-03-30 06:38:21,Signup Bonus
482,120,204,0,2024-08-29 17:47:29,Redeemed
483,120,422,0,2024-10-07 14:07:33,Redeemed
484,121,0,500,2024-12-05 11:53:11,Signup Bonus
485,121,1869,3738,2024-04-05 18:58:16,Earned
486,122,0,500,2024-03-14 21:51:56,Signup Bonus
487,122,1626,3252,2024-07-27 04:35:47,Earned
488,122,162,0,2024-08-24 02:54:56,Redeemed
489,122,489,0,2024-05-08 08:17:32,Redeemed
490,122,1239,2478,2024-03-19 17:39:42,Earned
491,123,0,500,2024-07-18 13:32:23,Signup Bonus
492,123,212,0,2024-04-18 12:50:55,Redeemed
493,123,402,804,2024-09-26 16:09:15,Earned
494,124,0,500,2024-03-25 22:21:52,Signup Bonus
495,124,496,0,2024-09-09 22:03:10,Redeemed
496,124,952,1904,2024-03-28 22:51:41,Earned
497,124,1775,3550,2024-11-08 16:11:37,Earned
498,124,1075,2150,2024-10-07 17:26:55,Earned
499,125,0,500,2024-11-15 00:54:19,Signup Bonus
500,125,474,0,2025-01-31 06:26:41,Redeemed
501,126,0,500,2024-09-12 21:45:35,Signup Bonus
502,126,815,1630,2025-01-21 00:57:13,Earned
503,126,365,0,2024-03-27 23:00:21,Redeemed
504,126,345,0,2024-11-02 10:50:06,Redeemed
505,127,0,500,2024-12-15 12:59:48,Signup Bonus
506,127,1682,3364,2024-10-13 02:12:55,Earned
507,127,1403,2806,2024-12-26 21:59:42,Earned
508,127,175,0,2024-06-07 22:17:08,Redeemed
509,127,241,0,2025-02-18 21:15:07,Redeemed
510,127,382,764,2024-09-17 10:48:03,Earned
511,128,0,500,2024-07-26 02:23:50,Signup Bonus
