order_item_id,order_id,item_id,size_id,quantity,price_at_time
142,69,3,,2,11.125250768219143
143,69,2,5,2,6.64
144,70,7,,1,11.557612733665678
145,70,7,,1,10.18831299278461
146,70,8,18,1,4.05
147,71,7,,2,10.269728852482693
148,71,6,14,1,4.69
149,71,8,18,1,4.05
150,72,8,20,2,8.73
151,73,1,3,1,8.26
152,74,4,8,2,4.35
153,74,6,16,2,8.04
154,74,3,,1,11.193684501065357
155,75,5,12,1,7.16
156,75,5,13,1,9.01
157,76,5,12,1,7.16
158,76,8,20,2,8.73
159,76,1,2,1,6.57
160,77,1,1,1,4.66
161,78,5,13,2,9.01
162,78,6,14,1,4.69
163,78,8,19,2,7.31
164,79,5,11,2,4.67
165,79,2,4,1,4.97
166,80,3,,2,11.106191099189003
167,81,7,,2,10.969017028869946
168,81,7,,2,11.88750689678698
169,82,8,18,2,4.05
170,82,7,,2,11.305907784950953
171,83,5,11,1,4.67
172,83,7,,2,12.800633251348271
173,83,2,5,1,6.64
174,84,5,13,2,9.01
175,84,4,9,2,7.09
176,85,6,14,2,4.69
177,85,6,16,2,8.04
178,85,1,3,2,8.26
179,86,2,4,2,4.97
180,87,1,3,2,8.26
181,87,2,4,2,4.97
182,87,8,19,1,7.31
183,88,1,2,2,6.57
184,88,2,5,1,6.64
185,88,2,4,2,4.97
186,89,4,10,2,9.29
187,89,1,2,2,6.57
188,90,2,6,1,8.17
189,90,2,6,1,8.17
190,90,2,4,1,4.97
191,91,3,,1,11.174585030956015
192,91,1,3,1,8.26
193,92,4,9,1,7.09
194,92,4,10,2,9.29
195,93,7,,2,12.854374229720896
196,93,4,10,2,9.29
197,94,4,9,1,7.09
198,95,1,1,2,4.66
199,96,5,11,1,4.67
200,96,3,,1,11.865996320891897
201,97,7,,1,10.237874706432752
202,97,6,14,1,4.69
203,97,2,4,2,4.97
204,98,8,18,1,4.05
205,99,2,5,1,6.64
206,99,6,14,1,4.69
207,100,3,,2,11.513443002016094
208,100,3,,1,11.230516595422031
209,101,1,3,2,8.26
210,102,4,8,2,4.35
211,102,1,2,1,6.57
212,103,7,,2,12.549727084701505
213,104,3,,2,12.840231575386268
214,104,2,5,2,6.64
215,105,4,9,2,7.09
216,105,3,,2,12.829763956588115
217,105,1,1,2,4.66
218,106,3,,1,11.452040874531646
219,107,7,,1,11.660863228340695
220,107,1,1,1,4.66
221,107,2,6,2,8.17
222,108,7,,2,11.575114671646082
223,108,1,3,2,8.26
224,108,1,2,2,6.57
225,109,5,11,1,4.67
226,109,5,11,1,4.67
227,110,2,4,1,4.97
228,111,4,8,1,4.35
229,111,3,,1,12.899063535904935
230,111,1,2,1,6.57
231,112,4,10,2,9.29
232,112,3,,2,12.451630232705261
233,113,7,,1,10.238914529799505
234,113,4,10,1,9.29
235,113,2,4,2,4.97
236,114,5,13,2,9.01
237,115,2,5,2,6.64
238,115,7,,1,10.81762457226365
239,116,8,20,1,8.73
240,116,4,9,1,7.09
241,116,3,,1,11.527862548510512
242,117,4,9,1,7.09
243,118,7,,2,10.090223508355088
244,118,6,14,2,4.69
245,119,6,16,1,8.04
246,119,8,20,2,8.73
247,120,8,18,2,4.05
248,120,5,11,1,4.67
249,120,5,13,2,9.01
250,121,3,,1,11.575945767702189
251,121,8,18,1,4.05
252,121,4,9,1,7.09
253,122,4,10,2,9.29
254,122,4,9,1,7.09
255,123,5,11,2,4.67
256,124,6,15,1,7.03
257,125,4,8,2,4.35
258,125,7,,2,10.59137711751279
259,126,5,12,2,7.16
260,127,4,10,1,9.29
261,127,5,11,1,4.67
262,128,6,16,2,8.04
263,129,1,2,1,6.57
264,130,8,20,1,8.73
265,131,8,18,1,4.05
266,132,6,16,2,8.04
267,133,5,13,1,9.01
268,134,3,,1,11.890259890164252
269,134,5,13,2,9.01
270,134,8,18,2,4.05
271,135,4,8,2,4.35
272,135,5,13,1,9.01
273,135,7,,2,10.57718459060763
274,136,8,19,1,7.31
275,136,1,2,2,6.57
276,137,3,,2,11.590308298769898
277,137,3,,2,11.970022738034121
278,137,7,,1,11.423874140336414
279,138,8,19,1,7.31
280,138,3,,2,12.329294505355838
281,139,5,13,2,9.01
282,140,2,4,1,4.97
283,140,7,,2,10.476545231466158
284,141,4,9,2,7.09
285,141,1,2,2,6.57
286,141,5,11,1,4.67
287,142,4,10,1,9.29
288,142,7,,2,10.634128759306448
289,142,6,16,2,8.04
290,143,2,6,2,8.17
291,143,1,3,2,8.26
292,143,1,3,1,8.26
293,144,2,5,1,6.64
294,145,3,,1,11.742420876342361
295,146,4,8,2,4.35
296,146,5,12,1,7.16
297,146,8,18,2,4.05
298,147,7,,1,10.197700730850222
299,147,8,20,2,8.73
300,148,7,,1,12.137259447956717
301,149,1,2,2,6.57
302,149,3,,2,10.101030875760145
303,149,7,,2,11.360409607890062
304,150,1,2,2,6.57
305,150,2,4,1,4.97
306,150,5,12,1,7.16
307,151,8,20,1,8.73
308,151,7,,1,12.745241914163252
309,151,8,19,1,7.31
310,152,7,,2,11.352304691862123
311,152,8,18,2,4.05
312,152,3,,1,10.930084182158028
313,153,8,18,1,4.05
314,154,8,20,1,8.73
315,155,6,16,2,8.04
316,156,7,,1,11.906475358602558
317,156,4,9,2,7.09
318,156,7,,2,10.492583974730977
319,157,1,1,1,4.66
320,157,1,1,2,4.66
321,157,2,5,1,6.64
322,158,1,1,2,4.66
323,158,6,16,2,8.04
324,158,5,11,2,4.67
325,159,1,3,1,8.26
326,159,1,3,1,8.26
327,160,7,,2,11.991423777752827
328,160,6,14,1,4.69
329,160,2,6,1,8.17
330,161,2,6,2,8.17
331,161,5,11,2,4.67
332,162,7,,1,10.038978080503469
333,163,4,9,2,7.09
334,163,4,10,2,9.29
335,163,5,13,1,9.01
336,164,2,5,2,6.64
337,164,6,16,2,8.04
338,164,1,2,2,6.57
339,165,2,6,2,8.17
340,166,1,1,1,4.66
341,166,2,4,1,4.97
342,167,3,,2,12.266123237739146
343,167,3,,1,11.068999032606683
344,168,6,15,1,7.03
345,169,4,10,2,9.29
346,169,7,,1,11.232989802269685
347,170,2,4,2,4.97
348,170,2,4,1,4.97
349,171,7,,2,10.97115322591676
350,171,6,15,2,7.03
351,171,7,,2,12.254882065819162
352,172,6,16,1,8.04
353,172,2,5,2,6.64
354,173,1,2,1,6.57
355,173,1,2,2,6.57
356,173,7,,1,10.14392579526829
357,174,2,5,2,6.64
358,175,6,16,1,8.04
359,175,6,15,2,7.03
360,176,4,9,2,7.09
361,176,5,11,2,4.67
362,177,5,13,1,9.01
363,178,4,9,1,7.09
364,178,7,,1,12.748747041835786
365,178,3,,2,10.917560100321225
366,179,8,19,1,7.31
367,179,6,14,2,4.69
368,180,6,14,1,4.69
369,180,7,,1,10.518588375698194
370,180,2,4,1,4.97
371,181,3,,2,11.48811793332828
372,181,4,8,1,4.35
373,182,6,15,1,7.03
374,182,4,9,2,7.09
375,183,3,,1,11.46391028338941
376,183,6,14,1,4.69
377,184,1,3,2,8.26
378,185,8,19,1,7.31
379,185,3,,1,11.696118490603626
380,185,5,12,1,7.16
381,186,8,18,1,4.05
382,186,4,9,2,7.09
383,187,7,,1,11.292682981821494
384,188,7,,2,11.91581391004405
385,188,6,14,2,4.69
386,189,5,12,2,7.16
387,189,6,15,2,7.03
388,189,7,,1,12.67684027811336
389,190,6,15,2,7.03
390,190,2,5,2,6.64
391,191,3,,1,11.518875355579489
392,192,2,5,2,6.64
393,192,7,,2,12.971366930716437
394,192,7,,1,10.960072064246543
395,193,4,8,1,4.35
396,194,2,6,2,8.17
397,194,4,10,1,9.29
398,195,7,,2,10.180010514224053
399,195,7,,1,12.280884164059293
400,195,8,19,1,7.31
401,196,3,,2,11.537544608527242
402,197,7,,1,12.559479834077129
403,198,2,5,1,6.64
404,198,8,20,2,8.73
405,198,3,,2,10.145911452749765
406,199,6,16,1,8.04
407,199,7,,2,11.17051680439873
408,200,6,15,2,7.03
409,201,4,9,2,7.09
410,202,4,8,1,4.35
411,202,8,20,2,8.73
412,202,6,16,2,8.04
413,203,5,13,1,9.01
414,203,4,9,2,7.09
415,204,7,,1,12.816938878990698
416,204,1,1,1,4.66
417,205,1,3,2,8.26
418,206,2,6,2,8.17
419,206,5,13,1,9.01
420,207,3,,2,12.736756012037503
421,207,5,11,1,4.67
422,208,7,,1,12.349617793898638
423,208,7,,2,11.478590586813494
424,208,4,8,1,4.35
425,209,5,11,1,4.67
426,209,1,1,1,4.66
427,210,7,,2,11.51458385621862
428,211,5,11,1,4.67
429,211,1,3,1,8.26
430,211,7,,1,10.011672308406318
431,212,5,13,1,9.01
432,212,8,18,2,4.05
433,213,5,12,2,7.16
434,214,7,,2,12.699845329732472
435,214,4,8,1,4.35
436,215,2,4,1,4.97
437,216,5,12,2,7.16
438,217,4,9,2,7.09
439,217,2,6,1,8.17
440,217,3,,1,11.66907060189093
441,218,6,15,2,7.03
442,218,6,14,2,4.69
443,218,5,12,2,7.16
444,219,4,8,2,4.35
445,220,8,20,1,8.73
446,221,3,,1,12.707874621201066
447,221,1,3,1,8.26
448,222,7,,2,11.058620239463346
449,222,6,15,2,7.03
450,223,5,13,2,9.01
451,223,7,,2,11.756910925202936
452,224,5,11,1,4.67
453,224,6,15,1,7.03
454,224,5,11,2,4.67
455,225,1,1,1,4.66
456,225,7,,1,10.667794536837173
457,225,4,8,1,4.35
458,226,3,,1,12.790739276981423
459,227,2,6,1,8.17
460,228,2,5,1,6.64
461,228,4,10,1,9.29
462,228,8,18,1,4.05
463,229,3,,2,11.977301174375386
464,229,7,,2,12.647036136057089
465,230,5,13,2,9.01
466,230,5,12,1,7.16
467,231,6,14,2,4.69
468,232,4,8,2,4.35
469,232,8,18,2,4.05
470,232,1,2,1,6.57
471,233,3,,2,11.783329250956887
472,233,8,20,1,8.73
473,234,7,,2,12.891738380331898
474,234,5,11,1,4.67
475,235,4,10,2,9.29
476,235,6,14,2,4.69
477,235,6,16,2,8.04
478,236,7,,2,11.867321932629755
479,236,4,8,1,4.35
480,237,2,4,2,4.97
481,237,1,3,1,8.26
482,237,4,8,1,4.35
483,238,1,1,2,4.66
484,239,1,1,2,4.66
485,239,1,1,1,4.66
486,240,5,11,2,4.67
487,240,2,5,1,6.64
488,240,5,12,2,7.16
489,241,3,,1,11.100584446688405
490,241,7,,1,11.085767814980958
491,241,7,,1,12.477852004725657
492,242,7,,1,12.6105109187948
493,243,2,6,2,8.17
494,243,1,3,2,8.26
495,244,1,2,2,6.57
496,244,2,4,1,4.97
497,244,1,2,1,6.57
498,245,2,6,1,8.17
499,246,2,4,2,4.97
500,246,3,,2,11.983135655204883
501,247,2,4,1,4.97
502,247,1,1,2,4.66
503,247,4,8,1,4.35
504,248,5,12,1,7.16
505,248,3,,1,10.243513198993533
506,249,1,1,2,4.66
507,249,1,3,2,8.26
508,249,1,2,1,6.57
509,250,2,6,1,8.17
510,250,7,,2,10.982022661843166
511,250,5,11,2,4.67
512,251,1,2,1,6.57
513,251,1,2,1,6.57
514,251,1,3,2,8.26
515,252,8,19,1,7.31
516,252,1,2,1,6.57
517,253,8,18,2,4.05
518,253,1,1,2,4.66
519,253,6,16,1,8.04
520,254,3,,2,11.522675597867517
521,255,1,3,2,8.26
522,255,5,11,1,4.67
523,255,4,8,1,4.35
524,256,1,3,2,8.26
525,256,5,13,1,9.01
526,257,1,2,2,6.57
527,258,7,,1,11.282899323153709
528,259,4,9,2,7.09
529,259,8,19,1,7.31
530,260,4,8,2,4.35
531,260,6,16,2,8.04
532,260,5,13,2,9.01
533,261,2,5,2,6.64
534,262,8,20,2,8.73
535,262,5,11,2,4.67
536,262,2,4,1,4.97
537,263,6,15,1,7.03
538,264,6,14,1,4.69
539,264,1,2,1,6.57
540,265,3,,1,12.251085814333475
541,265,4,8,1,4.35
542,265,7,,2,12.360962843788773
543,266,5,11,2,4.67
544,266,5,11,1,4.67
545,267,3,,2,11.053804197278186
546,267,4,10,2,9.29
547,267,6,16,2,8.04
548,268,4,8,1,4.35
549,268,6,16,2,8.04
550,269,4,8,1,4.35
551,269,2,5,1,6.64
552,269,1,3,1,8.26
553,270,5,13,2,9.01
554,270,5,12,2,7.16
555,270,2,4,2,4.97
556,271,4,9,1,7.09
557,272,7,,1,10.946096182189159
558,273,8,19,2,7.31
559,273,1,1,2,4.66
560,274,4,10,2,9.29
561,274,2,6,1,8.17
562,274,1,3,2,8.26
563,275,5,12,1,7.16
564,275,4,9,2,7.09
565,275,4,10,2,9.29
566,276,1,3,1,8.26
567,276,5,12,1,7.16
568,276,1,3,1,8.26
569,277,3,,1,10.869889241710608
570,277,1,1,2,4.66
571,277,1,2,1,6.57
572,278,4,9,2,7.09
573,278,8,20,2,8.73
574,278,7,,1,12.799813227479195
575,279,7,,2,12.274919488786464
576,279,2,4,2,4.97
577,280,4,10,2,9.29
578,280,8,19,1,7.31
579,281,5,13,2,9.01
580,282,7,,1,12.111584785739083
581,282,6,14,2,4.69
582,282,3,,2,11.895418791072622
583,283,7,,1,10.09488685466266
584,284,2,4,1,4.97
585,285,4,9,2,7.09
586,285,8,19,2,7.31
587,285,8,18,1,4.05
588,286,5,11,1,4.67
589,286,1,2,1,6.57
590,286,5,13,1,9.01
591,287,5,11,1,4.67
592,287,2,4,1,4.97
593,288,8,20,2,8.73
594,289,7,,2,12.686933319498094
595,290,5,13,1,9.01
596,290,8,19,1,7.31
597,291,1,2,1,6.57
598,291,3,,2,10.968878437813
599,292,1,3,2,8.26
600,292,5,12,1,7.16
601,292,5,11,2,4.67
602,293,8,20,2,8.73
603,294,8,20,2,8.73
604,294,4,8,1,4.35
605,295,3,,2,11.50011583209241
606,295,1,3,2,8.26
607,295,3,,1,10.67152501590612
608,296,6,15,2,7.03
609,296,2,5,1,6.64
610,297,8,20,2,8.73
611,298,6,16,1,8.04
612,298,3,,2,12.703605583751235
613,299,5,13,2,9.01
614,300,4,8,1,4.35
615,300,2,5,1,6.64
616,300,3,,2,12.360056005849277
617,301,6,14,1,4.69
618,301,2,5,1,6.64
619,301,8,18,2,4.05
620,302,7,,1,12.313339830560446
621,303,1,2,2,6.57
622,304,3,,1,12.12472738559091
623,305,5,13,1,9.01
624,305,8,19,1,7.31
625,306,8,19,1,7.31
626,307,6,14,1,4.69
627,308,6,16,1,8.04
628,308,3,,1,12.836675699611549
629,309,1,1,1,4.66
630,309,2,6,2,8.17
631,310,3,,1,10.8675379215788
632,310,6,14,1,4.69
633,311,8,20,1,8.73
634,311,3,,1,12.962162637784871
635,311,2,4,2,4.97
636,312,3,,2,12.704548517279754
637,313,5,12,2,7.16
638,314,8,18,2,4.05
639,314,3,,1,10.224278775639203
640,315,3,,2,12.88441921485053
641,316,8,19,2,7.31
642,317,3,,1,10.343915913039323
643,317,5,13,2,9.01
644,318,5,11,2,4.67
645,319,7,,2,10.586385003838204
646,319,4,8,2,4.35
647,319,2,4,1,4.97
648,320,8,19,2,7.31
649,321,4,10,2,9.29
650,321,5,11,2,4.67
651,322,2,4,2,4.97
652,322,2,6,1,8.17
653,323,7,,1,11.26693044107374
654,323,8,20,1,8.73
655,323,1,2,1,6.57
656,324,8,19,1,7.31
657,325,1,2,2,6.57
658,326,7,,1,12.927012992009022
659,326,5,11,1,4.67
660,326,6,15,2,7.03
661,327,4,8,1,4.35
662,328,2,6,2,8.17
663,328,2,5,2,6.64
664,328,5,13,2,9.01
665,329,7,,2,11.537881801272468
666,329,4,10,2,9.29
667,330,5,12,1,7.16
668,331,7,,2,12.888374074703393
669,331,6,14,1,4.69
670,331,3,,1,12.257972916403839
671,332,7,,2,10.631289598569133
672,332,4,9,2,7.09
673,333,4,8,1,4.35
674,333,5,13,2,9.01
675,333,4,10,2,9.29
676,334,2,5,1,6.64
677,335,7,,2,11.707095061006598
678,335,3,,2,10.469817563819166
679,335,2,5,1,6.64
680,336,5,11,1,4.67
681,336,7,,2,10.739791757049446
682,337,5,13,1,9.01
683,337,4,8,2,4.35
684,337,7,,1,10.950145708303122
685,338,7,,1,12.866418585721886
686,339,4,9,2,7.09
687,339,8,18,1,4.05
688,339,1,2,1,6.57
689,340,3,,2,10.572971704562608
690,340,5,13,1,9.01
691,341,1,2,2,6.57
692,342,7,,1,10.156016439098195
693,343,7,,2,12.307720262771785
694,343,1,3,1,8.26
695,344,6,15,1,7.03
696,345,1,3,1,8.26
697,345,4,10,1,9.29
698,346,8,18,1,4.05
699,346,1,3,1,8.26
700,347,8,20,2,8.73
701,347,6,15,1,7.03
702,348,1,1,2,4.66
703,348,5,13,2,9.01
704,348,2,5,1,6.64
705,349,4,10,2,9.29
706,350,2,5,1,6.64
707,351,8,20,2,8.73
708,351,6,14,1,4.69
709,351,7,,1,10.799568235949488
710,352,5,11,1,4.67
711,353,3,,2,12.284331222612092
712,353,7,,1,12.635282610818853
713,353,3,,1,10.095538576903769
714,354,2,6,1,8.17
715,354,1,3,2,8.26
716,354,6,15,2,7.03
717,355,7,,2,10.381416231115615
718,356,8,20,2,8.73
719,357,7,,2,12.642841918744267
720,357,2,4,2,4.97
721,357,8,18,2,4.05
722,358,1,3,1,8.26
723,358,4,10,1,9.29
724,359,1,3,1,8.26
725,359,2,4,1,4.97
726,360,5,11,2,4.67
727,360,1,3,1,8.26
728,360,6,16,1,8.04
729,361,1,1,1,4.66
730,361,4,8,2,4.35
731,362,2,4,2,4.97
732,362,4,8,2,4.35
733,362,7,,2,11.704387245994775
734,363,2,4,1,4.97
735,364,4,9,2,7.09
736,365,8,19,2,7.31
737,366,7,,2,10.186753854594995
738,366,3,,2,10.590381203176959
739,366,8,19,1,7.31
740,367,6,16,2,8.04
741,368,1,1,1,4.66
742,368,6,16,1,8.04
743,369,1,1,1,4.66
744,370,6,16,2,8.04
745,371,8,20,2,8.73
746,372,6,15,1,7.03
747,372,8,18,2,4.05
748,373,7,,2,10.7319208652111
749,373,8,20,2,8.73
750,373,4,8,1,4.35
751,374,7,,1,11.788925738761314
752,374,4,8,1,4.35
753,374,5,13,1,9.01
754,375,2,6,1,8.17
755,376,6,16,2,8.04
756,376,1,2,1,6.57
757,377,3,,2,11.469635131066818
758,377,4,8,2,4.35
759,377,8,18,2,4.05
760,378,8,20,2,8.73
761,378,2,5,2,6.64
762,378,6,16,1,8.04
763,379,1,2,2,6.57
764,379,5,13,2,9.01
765,379,4,9,2,7.09
766,380,1,3,2,8.26
767,380,7,,2,11.163314080561776
768,381,3,,2,12.61877033213755
769,381,1,1,2,4.66
770,381,3,,1,10.640687214215438
771,382,1,2,2,6.57
772,382,8,20,2,8.73
773,382,6,16,2,8.04
774,383,8,20,1,8.73
775,383,2,5,2,6.64
776,384,1,3,2,8.26
777,384,1,3,2,8.26
778,384,2,5,2,6.64
779,385,3,,2,12.014411226067873
780,385,7,,1,10.866559840720072
781,386,7,,1,10.798915847614364
782,386,4,9,2,7.09
783,386,4,9,2,7.09
784,387,5,13,1,9.01
785,388,4,8,1,4.35
786,388,7,,1,12.740524571270367
787,389,2,6,1,8.17
788,390,4,10,2,9.29
789,390,4,10,2,9.29
790,390,1,1,2,4.66
791,391,5,12,1,7.16
792,391,6,14,2,4.69
793,392,8,20,2,8.73
794,393,8,20,2,8.73
795,393,6,14,2,4.69
796,394,6,14,2,4.69
797,394,4,9,2,7.09
798,395,1,3,1,8.26
799,396,4,8,2,4.35
800,396,6,15,1,7.03
801,397,8,18,2,4.05
802,398,6,15,1,7.03
803,399,3,,1,10.240990191981213
804,399,7,,1,10.680640294671683
805,400,2,4,2,4.97
806,400,5,12,2,7.16
807,401,1,3,1,8.26
808,401,2,6,1,8.17
809,402,5,11,1,4.67
810,402,6,15,1,7.03
811,403,1,1,2,4.66
812,403,8,18,2,4.05
813,404,8,20,1,8.73
814,405,3,,2,12.207095427080104
815,405,6,15,2,7.03
816,406,7,,1,11.365055143292489
817,407,7,,1,11.45141537821581
818,407,2,5,2,6.64
819,407,6,14,1,4.69
820,408,3,,1,12.727819870833617
821,408,8,20,1,8.73
822,408,1,2,1,6.57
823,409,8,18,1,4.05
824,409,2,4,2,4.97
825,410,2,4,2,4.97
826,410,5,11,2,4.67
827,411,7,,1,10.985681997754721
828,412,6,14,2,4.69
829,412,7,,2,10.985090358138676
830,412,7,,1,12.466986458568961
831,413,1,3,1,8.26
832,413,7,,2,11.070328547134086
833,414,8,18,2,4.05
834,414,3,,2,11.990551518660048
835,414,2,4,2,4.97
836,415,7,,1,12.488277292165137
837,416,1,1,1,4.66
838,416,4,8,2,4.35
839,416,1,3,1,8.26
840,417,5,12,2,7.16
841,417,6,16,1,8.04
842,417,6,16,1,8.04
843,418,3,,2,10.690952071039412
844,418,8,20,2,8.73
845,419,5,12,1,7.16
846,420,6,16,2,8.04
847,420,7,,1,11.255406386616949
848,421,8,20,1,8.73
849,422,7,,2,11.671618342357267
850,422,3,,1,12.937399394886643
851,423,7,,2,12.94991317694881
852,423,1,1,2,4.66
853,424,4,10,1,9.29
854,424,3,,2,12.621902424558822
855,425,4,9,1,7.09
856,426,1,2,2,6.57
857,427,2,4,1,4.97
858,427,7,,1,11.685488490808082
859,427,1,1,2,4.66
860,428,8,20,2,8.73
861,428,7,,1,12.966412177306635
862,429,7,,1,10.923278932974975
863,429,6,14,1,4.69
864,429,6,14,1,4.69
865,430,7,,2,11.210252331120929
866,430,2,6,2,8.17
867,431,7,,2,9.99041917501447
868,431,1,3,1,8.26
869,432,2,6,2,8.17
870,433,2,4,2,4.97
871,433,8,19,2,7.31
872,434,6,16,2,8.04
873,434,5,11,2,4.67
874,435,6,16,2,8.04
875,436,1,2,2,6.57
876,437,7,,2,12.732036356200187
877,438,8,18,1,4.05
878,438,5,13,2,9.01
879,439,7,,1,11.951727949183256
880,439,7,,1,10.22223657200748
881,440,2,6,1,8.17
882,440,1,2,1,6.57
883,440,5,11,1,4.67
884,441,7,,1,10.646252289124645
885,442,5,12,1,7.16
886,442,8,20,1,8.73
887,442,1,1,2,4.66
888,443,7,,1,10.7434181401936
889,443,3,,2,12.544817596162746
890,444,3,,2,11.037417398000425
891,444,4,10,2,9.29
892,444,4,9,1,7.09
893,445,2,5,1,6.64
894,445,4,9,2,7.09
895,445,1,2,1,6.57
896,446,3,,1,11.206693898593752
897,446,6,16,2,8.04
898,447,6,14,1,4.69
899,447,8,19,2,7.31
900,447,4,8,2,4.35
901,448,8,20,2,8.73
902,448,7,,1,11.003889610272756
903,448,6,14,2,4.69
904,449,6,16,1,8.04
905,450,2,4,1,4.97
906,450,6,16,2,8.04
907,450,2,4,1,4.97
908,451,2,4,2,4.97
909,451,8,19,1,7.31
910,452,2,6,1,8.17
911,452,4,9,1,7.09
912,452,5,11,2,4.67
913,453,3,,1,10.03888111572307
914,453,5,11,2,4.67
915,453,1,2,2,6.57
916,454,4,8,1,4.35
917,454,7,,2,10.19242615967902
918,454,4,10,1,9.29
919,455,5,11,2,4.67
920,456,1,3,2,8.26
921,456,8,19,2,7.31
922,457,5,12,2,7.16
923,458,1,1,2,4.66
924,459,3,,2,12.671202029153216
925,459,8,19,2,7.31
926,459,3,,1,12.028254895688193
927,460,1,2,2,6.57
928,461,7,,2,11.604907623180452
929,461,5,13,1,9.01
930,461,5,13,1,9.01
931,462,7,,1,11.75953773950571
932,463,7,,1,11.376848394833434
933,464,3,,1,11.55367557983363
934,464,5,13,1,9.01
935,464,4,9,2,7.09
936,465,3,,1,10.680515228900024
937,465,1,3,2,8.26
938,465,3,,1,12.462280319687139
939,466,5,12,2,7.16
940,466,1,3,2,8.26
941,467,3,,2,10.573068374191767
942,467,7,,2,12.943033896174606
943,467,5,11,1,4.67
944,468,5,13,2,9.01
