show_seat_id,show_id,seat_id,is_available
189,2,39,True
190,2,40,True
191,2,41,True
192,2,42,True
193,2,43,True
194,2,44,True
195,2,45,True
196,2,46,True
197,2,47,True
198,2,48,True
199,2,49,True
200,2,50,True
201,2,51,True
202,2,52,True
203,2,53,True
204,2,54,True
205,2,55,True
206,2,56,True
207,2,57,True
208,2,58,True
209,2,59,True
210,2,60,True
211,2,61,True
212,2,62,True
213,2,63,True
214,2,64,True
215,2,65,True
216,2,66,True
217,2,67,True
218,2,68,True
219,2,69,True
220,2,70,True
221,2,71,True
222,2,72,True
223,2,73,True
224,2,74,True
225,2,75,True
226,2,76,True
227,2,77,True
228,2,78,True
229,2,79,True
230,2,80,True
231,2,81,True
232,2,82,True
233,2,83,True
234,2,84,True
235,2,85,True
236,2,86,True
237,2,87,True
238,2,88,True
239,2,89,True
240,2,90,True
241,2,91,True
242,2,92,True
243,2,93,True
244,2,94,True
245,2,95,True
246,2,96,True
247,2,97,True
248,2,98,True
249,2,99,True
250,2,100,True
251,2,101,True
252,2,102,True
253,2,103,True
254,2,104,True
255,2,105,True
256,2,106,True
257,2,107,True
258,2,108,True
259,2,109,True
260,2,110,True
261,2,111,True
262,2,112,True
263,2,113,True
264,2,114,True
265,2,115,True
266,2,116,True
267,2,117,True
268,2,118,True
269,2,119,True
270,2,120,True
271,2,121,True
272,2,122,True
273,2,123,True
274,2,124,True
275,2,125,True
276,2,126,True
277,2,127,True
278,2,128,True
279,2,129,True
280,2,130,True
281,2,131,True
282,2,132,True
283,2,133,True
284,2,134,True
285,2,135,True
286,2,136,True
287,2,137,True
288,2,138,True
289,2,139,True
290,2,140,True
291,2,141,True
292,2,142,True
293,2,143,True
294,2,144,True
295,2,145,True
296,2,146,True
297,2,147,True
298,2,148,True
299,2,149,True
300,2,150,True
301,3,1,True
302,3,2,True
303,3,3,True
304,3,4,True
305,3,5,True
306,3,6,True
307,3,7,True
308,3,8,False
309,3,9,True
310,3,10,True
311,3,11,True
312,3,12,True
313,3,13,True
314,3,14,True
315,3,15,True
316,3,16,True
317,3,17,True
318,3,18,True
319,3,19,True
320,3,20,False
321,3,21,True
322,3,22,True
323,3,23,False
324,3,24,True
325,3,25,True
326,3,26,False
327,3,27,True
328,3,28,True
329,3,29,True
330,3,30,True
331,3,31,False
332,3,32,True
333,3,33,True
334,3,34,True
335,3,35,True
336,3,36,True
337,3,37,True
338,3,38,True
339,3,39,True
340,3,40,True
341,3,41,True
342,3,42,True
343,3,43,True
344,3,44,False
345,3,45,True
346,3,46,True
347,3,47,True
348,3,48,True
349,3,49,True
350,3,50,False
351,3,51,True
352,3,52,True
353,3,53,True
354,3,54,True
355,3,55,True
356,3,56,True
357,3,57,True
358,3,58,True
359,3,59,True
360,3,60,True
361,3,61,True
362,3,62,True
363,3,63,True
364,3,64,True
365,3,65,True
366,3,66,True
367,3,67,True
368,3,68,True
369,3,69,True
370,3,70,True
371,3,71,True
372,3,72,True
373,3,73,True
374,3,74,True
375,3,75,True
376,3,76,True
377,3,77,True
378,3,78,True
379,3,79,True
380,3,80,True
381,3,81,True
382,3,82,True
383,3,83,True
384,3,84,True
385,3,85,True
386,3,86,True
387,3,87,True
388,3,88,True
389,3,89,True
390,3,90,True
391,3,91,True
392,3,92,True
393,3,93,True
394,3,94,True
395,3,95,True
396,3,96,True
397,3,97,True
398,3,98,True
399,3,99,True
400,3,100,True
401,3,101,True
402,3,102,True
403,3,103,True
404,3,104,True
405,3,105,True
406,3,106,True
407,3,107,True
408,3,108,True
409,3,109,True
410,3,110,True
411,3,111,True
412,3,112,True
413,3,113,True
414,3,114,True
415,3,115,True
416,3,116,True
417,3,117,True
418,3,118,True
419,3,119,True
420,3,120,True
421,3,121,True
422,3,122,True
423,3,123,True
424,3,124,True
425,3,125,True
426,3,126,True
427,3,127,False
428,3,128,True
429,3,129,True
430,3,130,True
431,3,131,True
432,3,132,False
433,3,133,True
434,3,134,True
435,3,135,True
436,3,136,True
437,3,137,True
438,3,138,True
439,3,139,True
440,3,140,True
441,3,141,False
442,3,142,True
443,3,143,False
444,3,144,True
445,3,145,True
446,3,146,True
447,3,147,True
448,3,148,True
449,3,149,True
450,3,150,True
451,4,1,True
452,4,2,True
453,4,3,True
454,4,4,True
455,4,5,True
456,4,6,True
457,4,7,True
458,4,8,True
459,4,9,True
460,4,10,True
461,4,11,True
462,4,12,True
463,4,13,True
464,4,14,True
465,4,15,True
466,4,16,True
467,4,17,True
468,4,18,True
469,4,19,True
470,4,20,True
471,4,21,True
472,4,22,True
473,4,23,True
474,4,24,True
475,4,25,True
476,4,26,True
477,4,27,True
478,4,28,True
479,4,29,True
480,4,30,True
481,4,31,True
482,4,32,True
483,4,33,False
484,4,34,True
485,4,35,True
486,4,36,True
487,4,37,True
488,4,38,True
489,4,39,True
490,4,40,True
491,4,41,True
492,4,42,True
493,4,43,True
494,4,44,True
495,4,45,True
496,4,46,True
497,4,47,True
498,4,48,True
499,4,49,True
500,4,50,True
501,4,51,True
502,4,52,True
503,4,53,True
504,4,54,True
505,4,55,True
506,4,56,True
507,4,57,True
508,4,58,True
509,4,59,False
510,4,60,True
511,4,61,True
512,4,62,True
513,4,63,True
514,4,64,True
515,4,65,True
516,4,66,True
517,4,67,True
518,4,68,True
519,4,69,True
520,4,70,True
521,4,71,True
522,4,72,True
523,4,73,True
524,4,74,True
525,4,75,True
526,4,76,True
527,4,77,True
528,4,78,True
529,4,79,True
530,4,80,True
531,4,81,True
532,4,82,True
533,4,83,True
534,4,84,True
535,4,85,True
536,4,86,True
537,4,87,True
538,4,88,True
539,4,89,True
540,4,90,True
541,4,91,True
542,4,92,True
543,4,93,True
544,4,94,True
545,4,95,True
546,4,96,True
547,4,97,True
548,4,98,True
549,4,99,True
550,4,100,True
551,4,101,True
552,4,102,True
553,4,103,True
554,4,104,True
555,4,105,True
556,4,106,True
557,4,107,True
558,4,108,True
559,4,109,True
560,4,110,True
561,4,111,True
562,4,112,True
563,4,113,True
564,4,114,True
565,4,115,True
566,4,116,True
567,4,117,True
568,4,118,True
569,4,119,True
570,4,120,True
571,4,121,True
572,4,122,True
573,4,123,True
574,4,124,True
575,4,125,True
576,4,126,True
577,4,127,True
578,4,128,True
579,4,129,True
580,4,130,True
581,4,131,True
582,4,132,True
583,4,133,True
584,4,134,True
585,4,135,True
586,4,136,True
587,4,137,True
588,4,138,True
589,4,139,True
590,4,140,True
591,4,141,True
592,4,142,True
593,4,143,True
594,4,144,True
595,4,145,True
596,4,146,True
597,4,147,True
598,4,148,True
599,4,149,True
600,4,150,True
601,5,1,True
602,5,2,True
603,5,3,True
604,5,4,True
605,5,5,True
606,5,6,True
607,5,7,True
608,5,8,True
609,5,9,True
610,5,10,True
611,5,11,True
612,5,12,True
613,5,13,True
614,5,14,True
615,5,15,True
616,5,16,True
617,5,17,True
618,5,18,True
619,5,19,True
620,5,20,True
621,5,21,True
622,5,22,True
623,5,23,True
624,5,24,True
625,5,25,True
626,5,26,True
627,5,27,True
628,5,28,True
629,5,29,True
630,5,30,True
631,5,31,True
632,5,32,True
633,5,33,True
634,5,34,True
635,5,35,True
636,5,36,True
637,5,37,True
638,5,38,True
639,5,39,True
640,5,40,True
641,5,41,True
642,5,42,True
643,5,43,True
644,5,44,True
645,5,45,True
646,5,46,True
647,5,47,True
648,5,48,True
649,5,49,True
650,5,50,True
651,5,51,True
652,5,52,True
653,5,53,True
654,5,54,True
655,5,55,True
656,5,56,True
657,5,57,True
658,5,58,True
659,5,59,True
660,5,60,True
661,5,61,True
662,5,62,True
663,5,63,True
664,5,64,True
665,5,65,True
666,5,66,True
667,5,67,True
668,5,68,True
669,5,69,True
670,5,70,True
671,5,71,True
672,5,72,True
673,5,73,True
674,5,74,True
675,5,75,True
676,5,76,True
677,5,77,True
678,5,78,True
679,5,79,True
680,5,80,True
681,5,81,True
682,5,82,True
683,5,83,True
684,5,84,True
685,5,85,True
686,5,86,True
687,5,87,True
688,5,88,True
689,5,89,True
690,5,90,True
691,5,91,True
692,5,92,True
693,5,93,True
694,5,94,True
695,5,95,True
696,5,96,True
697,5,97,True
698,5,98,True
699,5,99,True
700,5,100,True
701,5,101,True
702,5,102,True
703,5,103,True
704,5,104,True
705,5,105,True
706,5,106,True
707,5,107,True
708,5,108,True
709,5,109,True
710,5,110,True
711,5,111,True
712,5,112,True
713,5,113,True
714,5,114,True
715,5,115,True
716,5,116,True
717,5,117,True
718,5,118,True
719,5,119,True
720,5,120,True
721,5,121,True
722,5,122,True
723,5,123,True
724,5,124,True
725,5,125,True
726,5,126,True
727,5,127,True
728,5,128,True
729,5,129,True
730,5,130,True
731,5,131,True
732,5,132,True
733,5,133,True
734,5,134,True
735,5,135,True
736,5,136,True
737,5,137,True
738,5,138,True
739,5,139,True
740,5,140,True
741,5,141,True
742,5,142,True
743,5,143,True
744,5,144,True
745,5,145,True
746,5,146,True
747,5,147,True
748,5,148,True
749,5,149,True
750,5,150,True
751,6,1,True
752,6,2,True
753,6,3,True
754,6,4,True
755,6,5,True
756,6,6,True
757,6,7,True
758,6,8,True
759,6,9,True
760,6,10,True
761,6,11,True
762,6,12,True
763,6,13,False
764,6,14,True
765,6,15,True
766,6,16,True
767,6,17,True
768,6,18,True
769,6,19,True
770,6,20,True
771,6,21,True
772,6,22,True
773,6,23,True
774,6,24,True
775,6,25,True
776,6,26,True
777,6,27,True
778,6,28,True
779,6,29,True
780,6,30,True
781,6,31,True
782,6,32,True
783,6,33,True
784,6,34,True
785,6,35,True
786,6,36,True
787,6,37,True
788,6,38,True
789,6,39,True
790,6,40,True
791,6,41,True
792,6,42,True
793,6,43,True
794,6,44,True
795,6,45,True
796,6,46,True
797,6,47,True
798,6,48,True
799,6,49,True
800,6,50,True
801,6,51,True
802,6,52,True
803,6,53,True
804,6,54,True
805,6,55,True
806,6,56,True
807,6,57,True
808,6,58,True
809,6,59,True
810,6,60,True
811,6,61,True
812,6,62,True
813,6,63,True
814,6,64,True
815,6,65,True
816,6,66,True
817,6,67,True
818,6,68,True
819,6,69,True
820,6,70,True
821,6,71,True
822,6,72,True
823,6,73,True
824,6,74,True
825,6,75,True
826,6,76,True
827,6,77,True
828,6,78,True
829,6,79,True
830,6,80,True
831,6,81,True
832,6,82,True
833,6,83,True
834,6,84,True
835,6,85,True
836,6,86,True
837,6,87,True
838,6,88,True
839,6,89,True
840,6,90,True
841,6,91,True
842,6,92,True
843,6,93,True
844,6,94,True
845,6,95,True
846,6,96,True
847,6,97,True
848,6,98,False
849,6,99,True
850,6,100,True
851,6,101,True
852,6,102,True
853,6,103,True
854,6,104,True
855,6,105,True
856,6,106,True
857,6,107,True
858,6,108,True
859,6,109,False
860,6,110,True
861,6,111,True
862,6,112,True
863,6,113,True
864,6,114,True
865,6,115,True
866,6,116,True
867,6,117,True
868,6,118,True
869,6,119,True
870,6,120,True
871,6,121,True
872,6,122,True
873,6,123,True
874,6,124,True
875,6,125,True
876,6,126,True
877,6,127,True
878,6,128,True
879,6,129,True
880,6,130,True
881,6,131,True
882,6,132,True
883,6,133,True
884,6,134,True
885,6,135,True
886,6,136,True
887,6,137,True
888,6,138,True
889,6,139,True
890,6,140,True
891,6,141,True
892,6,142,True
893,6,143,True
894,6,144,True
895,6,145,True
896,6,146,True
897,6,147,True
898,6,148,True
899,6,149,True
900,6,150,True
901,7,1,False
902,7,2,True
903,7,3,True
904,7,4,True
905,7,5,True
906,7,6,True
907,7,7,True
908,7,8,True
909,7,9,True
910,7,10,True
911,7,11,True
912,7,12,True
913,7,13,False
914,7,14,False
915,7,15,True
916,7,16,True
917,7,17,True
918,7,18,True
919,7,19,True
920,7,20,True
921,7,21,True
922,7,22,True
923,7,23,True
924,7,24,True
925,7,25,True
926,7,26,True
927,7,27,True
928,7,28,True
929,7,29,True
930,7,30,True
931,7,31,True
932,7,32,True
933,7,33,True
934,7,34,True
935,7,35,True
936,7,36,True
937,7,37,True
938,7,38,True
939,7,39,True
940,7,40,True
941,7,41,True
942,7,42,True
943,7,43,True
944,7,44,True
945,7,45,True
946,7,46,True
947,7,47,True
948,7,48,True
949,7,49,True
950,7,50,True
951,7,51,True
952,7,52,True
953,7,53,True
954,7,54,True
955,7,55,True
956,7,56,True
957,7,57,True
958,7,58,True
959,7,59,True
960,7,60,True
961,7,61,True
962,7,62,True
963,7,63,True
964,7,64,True
965,7,65,True
966,7,66,True
967,7,67,True
968,7,68,True
969,7,69,True
970,7,70,True
971,7,71,True
972,7,72,True
973,7,73,True
974,7,74,True
975,7,75,True
976,7,76,True
977,7,77,True
978,7,78,True
979,7,79,False
980,7,80,True
981,7,81,True
982,7,82,True
983,7,83,True
984,7,84,True
985,7,85,True
986,7,86,True
987,7,87,True
988,7,88,True
989,7,89,True
990,7,90,True
991,7,91,True
992,7,92,True
993,7,93,True
994,7,94,True
995,7,95,True
996,7,96,True
997,7,97,True
998,7,98,True
999,7,99,True
1000,7,100,True
1001,7,101,True
1002,7,102,True
1003,7,103,False
1004,7,104,True
1005,7,105,True
1006,7,106,True
1007,7,107,True
1008,7,108,True
1009,7,109,True
1010,7,110,True
1011,7,111,True
1012,7,112,True
1013,7,113,True
1014,7,114,True
1015,7,115,True
1016,7,116,True
1017,7,117,True
1018,7,118,True
1019,7,119,True
1020,7,120,True
1021,7,121,True
1022,7,122,True
1023,7,123,True
1024,7,124,True
1025,7,125,True
1026,7,126,True
1027,7,127,True
1028,7,128,True
1029,7,129,True
1030,7,130,True
1031,7,131,True
1032,7,132,True
1033,7,133,True
1034,7,134,True
1035,7,135,True
1036,7,136,True
1037,7,137,True
1038,7,138,True
1039,7,139,True
1040,7,140,True
1041,7,141,True
1042,7,142,True
1043,7,143,True
1044,7,144,True
1045,7,145,True
1046,7,146,True
1047,7,147,True
1048,7,148,True
1049,7,149,True
1050,7,150,True
1051,8,1,True
1052,8,2,True
1053,8,3,True
1054,8,4,True
1055,8,5,True
1056,8,6,True
1057,8,7,True
1058,8,8,True
1059,8,9,True
1060,8,10,True
1061,8,11,True
1062,8,12,True
1063,8,13,True
1064,8,14,True
1065,8,15,True
1066,8,16,True
1067,8,17,True
1068,8,18,True
1069,8,19,True
1070,8,20,True
1071,8,21,True
1072,8,22,True
1073,8,23,True
1074,8,24,True
1075,8,25,True
1076,8,26,True
1077,8,27,True
1078,8,28,True
1079,8,29,True
1080,8,30,True
1081,8,31,True
1082,8,32,True
1083,8,33,True
1084,8,34,True
1085,8,35,True
1086,8,36,True
1087,8,37,True
1088,8,38,True
1089,8,39,True
1090,8,40,True
1091,8,41,True
1092,8,42,True
1093,8,43,True
1094,8,44,True
1095,8,45,True
1096,8,46,True
1097,8,47,True
1098,8,48,True
1099,8,49,True
1100,8,50,True
1101,8,51,True
1102,8,52,True
1103,8,53,True
1104,8,54,True
1105,8,55,True
1106,8,56,True
1107,8,57,True
1108,8,58,True
1109,8,59,True
1110,8,60,True
1111,8,61,True
1112,8,62,True
1113,8,63,True
1114,8,64,True
1115,8,65,True
1116,8,66,True
1117,8,67,True
1118,8,68,True
1119,8,69,True
1120,8,70,True
1121,8,71,True
1122,8,72,True
1123,8,73,True
1124,8,74,True
1125,8,75,False
1126,8,76,True
1127,8,77,True
1128,8,78,True
1129,8,79,True
1130,8,80,True
1131,8,81,True
1132,8,82,True
1133,8,83,True
1134,8,84,True
1135,8,85,True
1136,8,86,True
1137,8,87,True
1138,8,88,True
1139,8,89,True
1140,8,90,True
1141,8,91,True
1142,8,92,True
1143,8,93,True
1144,8,94,True
1145,8,95,True
1146,8,96,True
1147,8,97,True
1148,8,98,True
1149,8,99,True
1150,8,100,True
1151,8,101,True
1152,8,102,True
1153,8,103,True
1154,8,104,True
1155,8,105,True
1156,8,106,True
1157,8,107,True
1158,8,108,True
1159,8,109,True
1160,8,110,True
1161,8,111,True
1162,8,112,True
1163,8,113,True
1164,8,114,True
1165,8,115,True
1166,8,116,True
1167,8,117,True
1168,8,118,True
1169,8,119,True
1170,8,120,True
1171,8,121,True
1172,8,122,True
1173,8,123,False
1174,8,124,True
1175,8,125,True
1176,8,126,True
1177,8,127,True
1178,8,128,True
1179,8,129,True
1180,8,130,True
1181,8,131,True
1182,8,132,True
1183,8,133,True
1184,8,134,True
1185,8,135,True
1186,8,136,True
1187,8,137,True
1188,8,138,True
1189,8,139,True
1190,8,140,True
1191,8,141,True
1192,8,142,True
1193,8,143,True
1194,8,144,True
1195,8,145,True
1196,8,146,True
1197,8,147,True
1198,8,148,True
1199,8,149,True
1200,8,150,True
1201,9,1,True
1202,9,2,True
1203,9,3,True
1204,9,4,True
1205,9,5,True
1206,9,6,True
1207,9,7,True
1208,9,8,True
1209,9,9,True
1210,9,10,True
1211,9,11,True
1212,9,12,True
1213,9,13,True
1214,9,14,True
1215,9,15,True
1216,9,16,True
1217,9,17,True
1218,9,18,True
1219,9,19,True
1220,9,20,True
1221,9,21,True
1222,9,22,True
1223,9,23,True
1224,9,24,True
1225,9,25,True
1226,9,26,True
1227,9,27,True
1228,9,28,True
1229,9,29,True
1230,9,30,True
1231,9,31,False
1232,9,32,True
1233,9,33,True
1234,9,34,True
1235,9,35,True
1236,9,36,True
1237,9,37,True
1238,9,38,True
1239,9,39,True
1240,9,40,True
1241,9,41,True
1242,9,42,True
1243,9,43,True
1244,9,44,True
1245,9,45,True
1246,9,46,True
1247,9,47,True
1248,9,48,True
1249,9,49,True
1250,9,50,True
1251,9,51,True
1252,9,52,True
1253,9,53,True
1254,9,54,True
1255,9,55,True
1256,9,56,True
1257,9,57,True
1258,9,58,True
1259,9,59,True
1260,9,60,True
1261,9,61,True
1262,9,62,True
1263,9,63,True
1264,9,64,False
1265,9,65,True
1266,9,66,True
1267,9,67,True
1268,9,68,False
1269,9,69,True
1270,9,70,True
1271,9,71,True
1272,9,72,True
1273,9,73,True
1274,9,74,False
1275,9,75,True
1276,9,76,True
1277,9,77,True
1278,9,78,True
1279,9,79,True
1280,9,80,True
1281,9,81,True
1282,9,82,True
1283,9,83,True
1284,9,84,True
1285,9,85,True
1286,9,86,False
1287,9,87,True
1288,9,88,True
1289,9,89,True
1290,9,90,True
1291,9,91,True
1292,9,92,True
1293,9,93,True
1294,9,94,True
1295,9,95,True
1296,9,96,True
1297,9,97,True
1298,9,98,True
1299,9,99,True
1300,9,100,True
1301,9,101,True
1302,9,102,True
1303,9,103,True
1304,9,104,True
1305,9,105,True
1306,9,106,True
1307,9,107,True
1308,9,108,True
1309,9,109,True
1310,9,110,True
1311,9,111,True
1312,9,112,True
1313,9,113,True
1314,9,114,True
1315,9,115,True
1316,9,116,True
1317,9,117,True
1318,9,118,True
1319,9,119,True
1320,9,120,True
1321,9,121,True
1322,9,122,True
1323,9,123,True
1324,9,124,True
1325,9,125,True
1326,9,126,True
1327,9,127,True
1328,9,128,True
1329,9,129,True
1330,9,130,True
1331,9,131,True
1332,9,132,True
1333,9,133,True
1334,9,134,True
1335,9,135,True
1336,9,136,True
1337,9,137,True
1338,9,138,False
1339,9,139,True
1340,9,140,True
1341,9,141,True
1342,9,142,True
1343,9,143,False
1344,9,144,False
1345,9,145,True
1346,9,146,False
1347,9,147,True
1348,9,148,True
1349,9,149,True
1350,9,150,True
1351,10,1,True
1352,10,2,True
1353,10,3,True
1354,10,4,True
1355,10,5,True
1356,10,6,True
1357,10,7,True
1358,10,8,True
1359,10,9,True
1360,10,10,True
1361,10,11,True
1362,10,12,True
1363,10,13,True
1364,10,14,True
1365,10,15,True
1366,10,16,True
1367,10,17,True
1368,10,18,True
1369,10,19,True
1370,10,20,True
1371,10,21,True
1372,10,22,True
1373,10,23,True
1374,10,24,True
1375,10,25,True
1376,10,26,True
1377,10,27,True
1378,10,28,True
1379,10,29,True
1380,10,30,True
1381,10,31,True
1382,10,32,True
1383,10,33,True
1384,10,34,True
1385,10,35,True
1386,10,36,True
1387,10,37,True
1388,10,38,True
1389,10,39,True
1390,10,40,True
1391,10,41,True
1392,10,42,True
1393,10,43,True
1394,10,44,True
1395,10,45,True
1396,10,46,True
1397,10,47,True
1398,10,48,True
1399,10,49,True
1400,10,50,True
1401,10,51,True
1402,10,52,True
1403,10,53,True
1404,10,54,True
1405,10,55,True
1406,10,56,True
1407,10,57,True
1408,10,58,True
1409,10,59,True
1410,10,60,True
1411,10,61,True
1412,10,62,True
1413,10,63,True
1414,10,64,True
1415,10,65,True
1416,10,66,True
1417,10,67,True
1418,10,68,True
1419,10,69,True
1420,10,70,True
1421,10,71,True
1422,10,72,True
1423,10,73,True
1424,10,74,True
1425,10,75,True
1426,10,76,True
1427,10,77,True
1428,10,78,True
1429,10,79,True
1430,10,80,True
1431,10,81,False
1432,10,82,True
1433,10,83,True
1434,10,84,True
1435,10,85,True
1436,10,86,True
1437,10,87,True
1438,10,88,True
1439,10,89,True
1440,10,90,True
1441,10,91,True
1442,10,92,True
1443,10,93,True
1444,10,94,True
1445,10,95,True
1446,10,96,True
1447,10,97,True
1448,10,98,True
1449,10,99,True
1450,10,100,True
1451,10,101,True
1452,10,102,True
1453,10,103,True
1454,10,104,True
1455,10,105,True
1456,10,106,True
1457,10,107,True
1458,10,108,True
1459,10,109,True
1460,10,110,True
1461,10,111,True
1462,10,112,True
1463,10,113,True
1464,10,114,True
1465,10,115,True
1466,10,116,False
1467,10,117,True
1468,10,118,True
1469,10,119,True
1470,10,120,True
1471,10,121,True
1472,10,122,True
1473,10,123,True
1474,10,124,True
1475,10,125,True
1476,10,126,True
1477,10,127,True
1478,10,128,True
1479,10,129,True
1480,10,130,True
1481,10,131,True
1482,10,132,True
1483,10,133,True
1484,10,134,True
1485,10,135,True
1486,10,136,True
1487,10,137,True
1488,10,138,True
1489,10,139,True
1490,10,140,True
1491,10,141,True
1492,10,142,True
1493,10,143,True
1494,10,144,True
1495,10,145,True
1496,10,146,True
1497,10,147,True
1498,10,148,True
1499,10,149,True
1500,10,150,True
1501,11,1,True
1502,11,2,True
1503,11,3,True
1504,11,4,True
1505,11,5,True
1506,11,6,True
1507,11,7,True
1508,11,8,True
1509,11,9,True
1510,11,10,True
1511,11,11,True
1512,11,12,True
1513,11,13,True
1514,11,14,True
1515,11,15,True
1516,11,16,True
1517,11,17,True
1518,11,18,True
1519,11,19,True
1520,11,20,True
1521,11,21,True
1522,11,22,True
1523,11,23,True
1524,11,24,True
1525,11,25,True
1526,11,26,True
1527,11,27,True
1528,11,28,True
1529,11,29,True
1530,11,30,True
1531,11,31,True
1532,11,32,True
1533,11,33,True
1534,11,34,True
1535,11,35,True
1536,11,36,True
1537,11,37,True
1538,11,38,True
1539,11,39,True
1540,11,40,True
1541,11,41,True
1542,11,42,True
1543,11,43,True
1544,11,44,True
1545,11,45,True
1546,11,46,True
1547,11,47,True
1548,11,48,True
1549,11,49,True
1550,11,50,True
1551,11,51,True
1552,11,52,True
1553,11,53,True
1554,11,54,True
1555,11,55,True
1556,11,56,True
1557,11,57,True
1558,11,58,True
1559,11,59,True
1560,11,60,True
1561,11,61,True
1562,11,62,True
1563,11,63,True
1564,11,64,True
1565,11,65,True
1566,11,66,True
1567,11,67,True
1568,11,68,True
1569,11,69,True
1570,11,70,True
1571,11,71,True
1572,11,72,True
1573,11,73,True
1574,11,74,True
1575,11,75,True
1576,11,76,True
1577,11,77,True
1578,11,78,True
1579,11,79,True
1580,11,80,True
1581,11,81,True
1582,11,82,True
1583,11,83,True
1584,11,84,True
1585,11,85,True
1586,11,86,True
1587,11,87,True
1588,11,88,True
1589,11,89,True
1590,11,90,True
1591,11,91,True
1592,11,92,True
1593,11,93,True
1594,11,94,True
1595,11,95,True
1596,11,96,True
1597,11,97,True
1598,11,98,True
1599,11,99,True
1600,11,100,True
1601,11,101,True
1602,11,102,True
1603,11,103,True
1604,11,104,True
1605,11,105,True
1606,11,106,True
1607,11,107,True
1608,11,108,True
1609,11,109,True
1610,11,110,True
1611,11,111,True
1612,11,112,True
1613,11,113,True
1614,11,114,True
1615,11,115,True
1616,11,116,True
1617,11,117,True
1618,11,118,True
1619,11,119,True
1620,11,120,True
1621,11,121,True
1622,11,122,True
1623,11,123,True
1624,11,124,True
1625,11,125,True
1626,11,126,True
1627,11,127,True
1628,11,128,True
1629,11,129,True
1630,11,130,False
1631,11,131,True
1632,11,132,True
1633,11,133,True
1634,11,134,True
1635,11,135,True
1636,11,136,True
1637,11,137,False
1638,11,138,True
1639,11,139,True
1640,11,140,True
1641,11,141,True
1642,11,142,True
1643,11,143,True
1644,11,144,True
1645,11,145,True
1646,11,146,True
1647,11,147,True
1648,11,148,True
1649,11,149,True
1650,11,150,True
1651,12,1,True
1652,12,2,True
1653,12,3,True
1654,12,4,False
1655,12,5,True
1656,12,6,True
1657,12,7,True
1658,12,8,True
1659,12,9,True
1660,12,10,True
1661,12,11,True
1662,12,12,True
