order_id,booking_id,order_datetime,total_cost,delivery_method,screen_id,seat_id
357,3713,2025-02-04 11:30:04,16.52,QR,1,86967
358,1470,2025-03-01 23:49:15,9.38,Manual,3,399187
359,3678,2025-02-07 10:56:54,24.58,QR,1,31065
360,863,2025-03-23 21:55:14,15.2,Manual,3,487938
361,1223,2025-03-01 16:39:34,8.04,QR,2,332568
362,762,2025-02-28 14:46:34,23.5,QR,3,514691
363,841,2025-03-20 02:21:19,23.78,QR,3,541337
364,3759,2025-02-12 19:03:12,8.7,Manual,4,711167
365,380,2025-03-09 14:39:27,24.1,QR,1,70102
366,1218,2025-02-05 18:32:10,15.18,Manual,3,548776
367,1165,2025-02-18 05:21:18,45.89,Manual,4,738511
368,882,2025-03-19 19:38:05,13.28,Manual,3,507978
369,4233,2025-02-11 07:28:13,36.24,QR,1,20082
370,1147,2025-03-28 03:34:52,14.18,Manual,4,607450
371,1874,2025-02-14 07:07:22,22.44,Manual,3,398708
372,2803,2025-02-13 05:34:32,17.46,Manual,1,94154
373,606,2025-02-08 00:08:55,21.87,Manual,1,13441
374,537,2025-01-25 16:13:16,42.55,QR,4,835766
375,2175,2025-02-27 10:08:37,37.84,QR,3,538324
376,4320,2025-02-02 14:01:41,41.75,Manual,3,370098
377,4231,2025-03-14 17:34:41,13.87,QR,4,811728
378,3444,2025-02-17 01:57:41,9.01,Manual,4,843468
379,1936,2025-02-18 20:17:50,41.82,Manual,2,190186
380,3572,2025-03-31 18:38:25,14.06,Manual,1,21072
381,4801,2025-04-03 02:26:33,16.08,Manual,2,313940
382,3161,2025-02-20 22:51:04,14.58,Manual,2,214753
383,140,2025-02-02 08:03:13,14.18,QR,2,257573
384,2793,2025-03-18 11:36:50,13.98,QR,3,473759
385,283,2025-02-28 07:11:43,22.28,QR,3,591455
386,4625,2025-03-16 22:05:02,12.06,Manual,2,191165
387,684,2025-03-02 18:04:58,38.18,Manual,2,276749
388,1466,2025-01-28 21:14:44,13.88,QR,2,172241
389,2458,2025-03-05 13:43:13,23.42,QR,2,199399
390,1660,2025-03-08 17:27:16,13.67,QR,4,845730
391,358,2025-02-11 23:04:45,25.27,Manual,4,693014
392,620,2025-01-26 21:34:01,44.65,QR,1,124384
393,3329,2025-01-28 03:32:18,13.95,QR,1,119709
394,4874,2025-02-23 15:30:49,31.13,QR,4,624145
395,3641,2025-02-17 00:25:12,23.61,Manual,3,590061
396,4903,2025-01-31 06:05:39,8.1,Manual,4,781325
397,2656,2025-03-28 03:08:12,13.7,Manual,4,722616
398,1796,2025-02-08 14:56:30,17.46,Manual,1,96293
399,2327,2025-02-07 17:13:51,26.28,Manual,4,839664
400,4923,2025-02-14 10:35:20,36.35,QR,1,483
401,1579,2025-02-04 11:45:35,13.28,QR,2,289011
402,4789,2025-03-19 03:57:26,7.16,Manual,2,258498
403,3527,2025-02-05 22:57:29,36.73,QR,3,495787
404,1693,2025-03-01 05:44:03,27.0,Manual,2,182743
405,3777,2025-01-28 22:43:14,16.66,QR,1,115635
406,817,2025-03-01 22:05:57,14.51,QR,1,117586
407,2768,2025-03-29 04:26:57,24.16,Manual,1,112777
408,3159,2025-02-10 15:55:44,22.06,Manual,4,836323
409,3224,2025-02-05 20:29:41,22.31,QR,1,29788
410,2026,2025-02-05 11:23:08,14.18,QR,3,468185
411,4655,2025-03-28 00:54:05,23.36,QR,4,697376
412,135,2025-03-25 04:31:22,24.8,Manual,4,727690
413,2593,2025-03-07 18:55:15,17.68,Manual,1,44884
414,4791,2025-02-13 12:01:11,22.52,Manual,3,575782
415,1878,2025-01-30 03:47:48,31.16,Manual,3,572694
416,2210,2025-02-02 19:23:36,30.4,Manual,2,324553
417,4821,2025-02-12 04:14:42,18.33,Manual,3,367370
418,1400,2025-02-27 21:28:48,4.05,Manual,1,979
419,3462,2025-01-28 20:02:29,6.64,QR,4,696095
420,3111,2025-01-29 22:21:25,22.77,Manual,2,335252
421,2302,2025-03-02 08:58:19,22.66,QR,2,220124
422,858,2025-02-10 23:52:42,9.94,QR,3,527581
423,4481,2025-03-16 07:12:48,4.67,QR,4,644247
424,157,2025-03-13 01:32:58,4.69,QR,4,837506
425,1379,2025-02-18 13:59:22,31.12,QR,2,275953
426,3729,2025-03-09 15:28:42,6.57,QR,4,626406
427,3725,2025-02-12 08:24:32,23.23,Manual,2,285270
428,801,2025-02-26 12:36:29,9.34,QR,4,661382
429,2974,2025-02-28 10:57:18,27.11,Manual,2,338081
430,2413,2025-03-03 04:59:53,40.04,Manual,1,106382
431,317,2025-03-15 19:43:32,4.67,QR,1,10799
432,4974,2025-03-14 15:48:31,14.61,Manual,4,791005
433,3403,2025-02-19 02:53:15,30.58,Manual,3,399053
434,1763,2025-03-14 05:00:50,29.68,QR,4,744331
435,46,2025-03-30 13:56:30,12.83,Manual,2,163310
436,2115,2025-03-03 14:33:42,9.29,QR,4,795725
437,3755,2025-03-01 17:22:26,17.6,Manual,2,213756
438,3077,2025-02-23 10:59:32,15.89,Manual,1,54936
439,2902,2025-03-22 19:01:31,15.81,Manual,2,202176
440,4914,2025-04-03 16:28:45,25.99,QR,2,193318
441,3394,2025-02-27 00:09:42,23.68,QR,1,13130
442,1022,2025-02-15 23:04:54,14.32,Manual,3,476921
443,1886,2025-03-02 08:50:50,34.17,QR,1,93022
444,4826,2025-03-17 01:41:07,22.35,QR,3,412907
445,2216,2025-03-06 02:40:26,35.29,Manual,4,738494
446,1551,2025-03-15 03:34:09,41.01,QR,2,293362
447,3514,2025-02-09 17:50:16,27.6,Manual,1,88593
448,4347,2025-02-18 13:59:00,24.83,Manual,1,143385
449,2892,2025-02-25 18:12:13,21.21,QR,3,432258
450,3830,2025-02-14 14:12:08,18.3,Manual,3,437509
451,3717,2025-02-22 04:36:45,10.24,QR,4,828687
452,439,2025-03-17 22:41:53,7.31,QR,1,74221
453,2799,2025-02-03 06:59:39,20.36,Manual,2,211091
454,2763,2025-03-17 07:17:33,19.81,QR,1,41091
455,4132,2025-02-26 12:19:14,17.15,QR,3,592574
456,4404,2025-03-06 08:29:03,9.34,Manual,4,604806
457,1852,2025-03-10 23:16:30,28.7,Manual,2,285898
458,1431,2025-03-16 21:38:48,27.53,Manual,2,293650
459,2721,2025-03-24 07:23:04,28.49,QR,1,135876
