ticket_id,booking_id,show_seat_id,qr_code,delivery_method,is_downloaded,scanned_at
116,36,352704,TICKET-116-8692,App,False,2025-02-13 09:20:26
117,37,44679,TICKET-117-4395,App,False,2025-02-13 12:21:49
118,37,44587,TICKET-118-3635,App,True,2025-02-13 12:21:49
119,37,44689,TICKET-119-1354,WhatsApp,False,
120,38,595218,TICKET-120-3429,WhatsApp,False,2025-02-28 09:29:32
121,38,595100,TICKET-121-1114,WhatsApp,False,2025-02-28 09:29:32
122,39,284189,TICKET-122-8221,App,False,2025-03-24 21:11:38
123,39,284143,TICKET-123-4471,WhatsApp,False,2025-03-24 21:11:38
124,39,284190,TICKET-124-4523,App,False,2025-03-24 21:11:38
125,39,284087,TICKET-125-2894,WhatsApp,True,2025-03-24 21:11:38
126,40,749161,TICKET-126-3726,WhatsApp,False,2025-02-22 14:20:36
127,40,749026,TICKET-127-2639,App,True,2025-02-22 14:20:36
128,41,73919,TICKET-128-8169,App,True,2025-03-24 07:52:05
129,41,73877,TICKET-129-5756,App,False,
130,41,73855,TICKET-130-4506,WhatsApp,False,2025-03-24 07:52:05
131,41,73859,TICKET-131-1939,App,True,2025-03-24 07:52:05
132,42,493811,TICKET-132-9055,App,False,
133,42,493960,TICKET-133-4768,WhatsApp,True,
134,42,493883,TICKET-134-2243,WhatsApp,True,2025-02-27 09:08:53
135,43,332112,TICKET-135-8299,WhatsApp,False,
136,43,332146,TICKET-136-5400,WhatsApp,True,2025-02-28 09:22:22
137,43,332003,TICKET-137-7952,App,False,2025-02-28 09:22:22
138,43,332090,TICKET-138-8452,App,False,2025-02-28 09:22:22
139,43,332106,TICKET-139-5196,App,False,2025-02-28 09:22:22
140,44,151346,TICKET-140-2031,WhatsApp,True,2025-02-23 14:30:07
141,44,151385,TICKET-141-7074,App,False,2025-02-23 14:30:07
142,44,151318,TICKET-142-6091,App,False,
143,44,151392,TICKET-143-1841,WhatsApp,True,2025-02-23 14:30:07
144,44,151276,TICKET-144-7581,WhatsApp,False,2025-02-23 14:30:07
145,45,836559,TICKET-145-1757,WhatsApp,True,
146,45,836669,TICKET-146-8766,App,False,2025-02-28 13:35:07
147,45,836594,TICKET-147-9511,App,False,2025-02-28 13:35:07
148,45,836652,TICKET-148-4210,App,False,
149,46,163316,TICKET-149-2209,App,True,2025-04-01 03:54:30
150,46,163223,TICKET-150-8841,App,True,
151,46,163310,TICKET-151-1515,App,False,2025-04-01 03:54:30
152,47,412372,TICKET-152-3703,WhatsApp,False,
153,48,95328,TICKET-153-1815,WhatsApp,True,
154,49,407048,TICKET-154-8966,WhatsApp,False,
155,49,407210,TICKET-155-8038,App,False,2025-03-26 06:22:54
156,50,568832,TICKET-156-4263,App,False,2025-04-02 06:19:05
157,50,568923,TICKET-157-5858,WhatsApp,True,
158,51,55598,TICKET-158-4174,App,True,2025-04-03 13:16:33
159,51,55566,TICKET-159-8082,WhatsApp,True,2025-04-03 13:16:33
160,52,680333,TICKET-160-3314,WhatsApp,True,2025-04-03 02:57:02
161,53,57376,TICKET-161-4793,App,True,2025-02-15 03:09:25
162,53,57394,TICKET-162-5869,WhatsApp,False,2025-02-15 03:09:25
163,53,57337,TICKET-163-9580,WhatsApp,False,2025-02-15 03:09:25
164,53,57342,TICKET-164-2715,WhatsApp,True,2025-02-15 03:09:25
165,53,57411,TICKET-165-2669,App,True,2025-02-15 03:09:25
166,54,672339,TICKET-166-7908,App,True,2025-02-09 20:18:18
167,54,672262,TICKET-167-8010,App,True,
168,54,672283,TICKET-168-4884,App,False,2025-02-09 20:18:18
169,55,686527,TICKET-169-9970,WhatsApp,True,2025-03-25 17:43:27
170,56,508863,TICKET-170-5114,WhatsApp,False,2025-02-28 15:10:29
171,56,508903,TICKET-171-8675,WhatsApp,False,2025-02-28 15:10:29
172,56,508783,TICKET-172-8579,App,False,2025-02-28 15:10:29
173,57,820093,TICKET-173-4622,WhatsApp,True,2025-02-20 03:06:43
174,57,820197,TICKET-174-5357,App,True,
175,57,820121,TICKET-175-2095,WhatsApp,True,2025-02-20 03:06:43
176,57,820097,TICKET-176-4559,App,True,
177,58,373861,TICKET-177-7188,WhatsApp,True,2025-04-04 06:01:21
178,58,373893,TICKET-178-6957,WhatsApp,True,2025-04-04 06:01:21
179,58,373906,TICKET-179-9054,WhatsApp,False,2025-04-04 06:01:21
180,58,373880,TICKET-180-3820,App,False,2025-04-04 06:01:21
181,58,373823,TICKET-181-6609,WhatsApp,True,2025-04-04 06:01:21
182,59,463809,TICKET-182-3992,App,True,
183,59,463833,TICKET-183-3573,App,True,2025-02-12 02:54:08
184,59,463793,TICKET-184-5534,WhatsApp,False,
185,59,463839,TICKET-185-7101,WhatsApp,True,2025-02-12 02:54:08
186,59,463795,TICKET-186-4522,App,False,2025-02-12 02:54:08
187,60,115356,TICKET-187-6237,WhatsApp,True,2025-02-08 10:50:17
188,60,115485,TICKET-188-5023,WhatsApp,True,2025-02-08 10:50:17
189,61,56537,TICKET-189-5348,WhatsApp,True,2025-03-03 19:45:50
190,61,56542,TICKET-190-6459,WhatsApp,False,2025-03-03 19:45:50
191,61,56527,TICKET-191-2686,WhatsApp,False,2025-03-03 19:45:50
192,61,56477,TICKET-192-8249,WhatsApp,False,2025-03-03 19:45:50
193,62,245639,TICKET-193-3696,App,False,2025-03-30 01:34:08
194,62,245637,TICKET-194-7070,App,True,
195,63,350573,TICKET-195-4548,WhatsApp,False,2025-02-11 08:13:59
196,64,658909,TICKET-196-5031,WhatsApp,True,2025-02-14 05:42:15
197,64,658963,TICKET-197-9274,App,True,2025-02-14 05:42:15
198,64,658873,TICKET-198-3245,WhatsApp,True,2025-02-14 05:42:15
199,64,658958,TICKET-199-8071,App,True,2025-02-14 05:42:15
200,64,658997,TICKET-200-8383,WhatsApp,True,2025-02-14 05:42:15
201,65,23852,TICKET-201-3288,App,False,2025-03-02 22:21:10
202,65,23945,TICKET-202-8989,WhatsApp,True,
203,65,23936,TICKET-203-3051,App,True,2025-03-02 22:21:10
204,65,23913,TICKET-204-3513,WhatsApp,True,2025-03-02 22:21:10
205,65,23874,TICKET-205-2162,App,True,
206,66,697600,TICKET-206-5579,WhatsApp,True,2025-02-13 13:18:52
207,66,697750,TICKET-207-1954,WhatsApp,True,2025-02-13 13:18:52
208,66,697710,TICKET-208-9771,App,True,2025-02-13 13:18:52
209,66,697725,TICKET-209-3608,WhatsApp,False,2025-02-13 13:18:52
210,66,697657,TICKET-210-4604,App,True,2025-02-13 13:18:52
211,67,717532,TICKET-211-6831,WhatsApp,False,
212,67,717654,TICKET-212-1525,App,False,2025-02-09 13:42:47
213,67,717697,TICKET-213-3635,App,True,2025-02-09 13:42:47
214,68,760563,TICKET-214-1273,App,False,2025-03-31 11:25:13
215,68,760606,TICKET-215-4120,App,True,2025-03-31 11:25:13
216,68,760521,TICKET-216-4020,WhatsApp,False,2025-03-31 11:25:13
217,69,94064,TICKET-217-9708,WhatsApp,False,2025-02-23 07:29:32
218,69,94200,TICKET-218-1693,App,True,2025-02-23 07:29:32
219,69,94068,TICKET-219-8963,WhatsApp,False,2025-02-23 07:29:32
220,70,147917,TICKET-220-8409,App,True,2025-02-20 19:42:58
221,70,147951,TICKET-221-3918,App,True,2025-02-20 19:42:58
222,70,148011,TICKET-222-2304,WhatsApp,True,2025-02-20 19:42:58
223,71,429986,TICKET-223-2129,App,False,
224,71,429997,TICKET-224-2679,WhatsApp,True,2025-03-07 21:12:25
225,71,429976,TICKET-225-6424,WhatsApp,True,2025-03-07 21:12:25
226,72,394933,TICKET-226-1421,WhatsApp,True,
227,72,394854,TICKET-227-7120,App,True,
228,73,717713,TICKET-228-2964,WhatsApp,False,2025-02-09 13:42:47
229,73,717587,TICKET-229-6783,App,True,2025-02-09 13:42:47
230,73,717713,TICKET-230-1298,WhatsApp,False,
231,74,632532,TICKET-231-6598,WhatsApp,False,
232,74,632589,TICKET-232-9105,WhatsApp,True,2025-02-19 02:48:09
233,74,632547,TICKET-233-2222,WhatsApp,False,2025-02-19 02:48:09
234,74,632670,TICKET-234-6611,WhatsApp,False,
235,74,632680,TICKET-235-9174,App,False,2025-02-19 02:48:09
236,75,839653,TICKET-236-4578,WhatsApp,False,2025-02-19 07:57:51
237,75,839657,TICKET-237-2531,App,False,
238,76,481344,TICKET-238-4150,WhatsApp,False,2025-03-16 02:33:13
239,76,481434,TICKET-239-3771,WhatsApp,True,2025-03-16 02:33:13
240,77,124201,TICKET-240-1343,App,True,
241,77,124311,TICKET-241-5475,App,False,2025-02-10 14:18:22
242,78,234588,TICKET-242-5956,App,False,2025-02-13 05:17:22
243,79,557258,TICKET-243-4674,WhatsApp,False,2025-02-05 02:56:38
244,79,557272,TICKET-244-6314,WhatsApp,False,
245,79,557468,TICKET-245-2734,App,False,2025-02-05 02:56:38
246,79,557425,TICKET-246-7738,WhatsApp,False,
247,80,62961,TICKET-247-2714,WhatsApp,True,2025-03-10 16:31:06
248,81,23349,TICKET-248-6203,App,True,2025-03-15 12:14:44
249,81,23256,TICKET-249-7084,App,True,2025-03-15 12:14:44
250,81,23333,TICKET-250-6472,WhatsApp,False,
251,82,845784,TICKET-251-2821,App,True,2025-02-11 01:47:33
252,82,845944,TICKET-252-7997,WhatsApp,False,2025-02-11 01:47:33
253,82,845982,TICKET-253-8014,WhatsApp,True,2025-02-11 01:47:33
254,82,845900,TICKET-254-1369,WhatsApp,False,2025-02-11 01:47:33
255,83,546137,TICKET-255-4751,App,True,2025-03-23 00:22:29
256,83,546199,TICKET-256-4825,WhatsApp,True,2025-03-23 00:22:29
257,83,546189,TICKET-257-6670,App,True,2025-03-23 00:22:29
258,84,452051,TICKET-258-8558,WhatsApp,False,2025-03-17 22:34:14
259,84,452021,TICKET-259-5976,WhatsApp,True,2025-03-17 22:34:14
260,84,452063,TICKET-260-3132,App,False,2025-03-17 22:34:14
261,85,634086,TICKET-261-4181,WhatsApp,False,2025-03-04 22:19:13
262,86,297863,TICKET-262-2760,WhatsApp,True,
263,86,297931,TICKET-263-7385,WhatsApp,True,
264,87,639735,TICKET-264-5492,App,True,
265,87,639516,TICKET-265-7795,App,True,2025-02-22 04:31:08
266,87,639707,TICKET-266-2913,App,False,2025-02-22 04:31:08
267,88,549171,TICKET-267-2829,App,False,
268,88,549152,TICKET-268-2262,App,False,
269,89,453549,TICKET-269-9891,WhatsApp,True,2025-02-27 15:41:40
270,89,453520,TICKET-270-7944,App,True,2025-02-27 15:41:40
271,89,453561,TICKET-271-8172,WhatsApp,True,2025-02-27 15:41:40
272,89,453635,TICKET-272-4826,App,False,2025-02-27 15:41:40
273,89,453724,TICKET-273-1814,WhatsApp,False,2025-02-27 15:41:40
274,90,306116,TICKET-274-3819,App,True,
275,90,306189,TICKET-275-9820,WhatsApp,True,
276,90,306044,TICKET-276-5043,App,True,
277,90,306075,TICKET-277-2412,App,True,
278,91,332411,TICKET-278-8137,WhatsApp,True,2025-03-16 12:30:34
279,91,332518,TICKET-279-8176,WhatsApp,True,
280,92,472987,TICKET-280-9368,App,True,
281,93,110774,TICKET-281-1720,WhatsApp,False,2025-02-15 00:00:54
282,93,110802,TICKET-282-4367,WhatsApp,True,2025-02-15 00:00:54
283,93,110834,TICKET-283-6588,App,True,2025-02-15 00:00:54
284,94,648230,TICKET-284-8447,App,False,2025-03-19 21:58:02
285,94,648095,TICKET-285-4858,WhatsApp,True,2025-03-19 21:58:02
286,94,648191,TICKET-286-7983,App,True,2025-03-19 21:58:02
287,95,21091,TICKET-287-3222,WhatsApp,False,
288,95,21093,TICKET-288-8622,WhatsApp,False,
289,95,21094,TICKET-289-5516,App,False,2025-04-04 11:22:25
290,95,21006,TICKET-290-3710,WhatsApp,True,2025-04-04 11:22:25
291,95,21126,TICKET-291-9615,App,True,2025-04-04 11:22:25
292,96,321090,TICKET-292-7045,WhatsApp,False,
293,96,321022,TICKET-293-5106,App,True,2025-03-09 22:49:15
294,96,321087,TICKET-294-1302,App,True,2025-03-09 22:49:15
295,96,321108,TICKET-295-7088,WhatsApp,False,2025-03-09 22:49:15
296,97,567813,TICKET-296-6998,App,True,2025-04-05 11:09:09
297,97,567973,TICKET-297-7602,App,False,
298,97,567775,TICKET-298-7116,WhatsApp,False,
299,97,567895,TICKET-299-3546,App,False,
300,97,567796,TICKET-300-9786,App,False,2025-04-05 11:09:09
301,98,17049,TICKET-301-5677,WhatsApp,False,2025-02-25 07:05:00
302,98,17014,TICKET-302-9942,App,True,2025-02-25 07:05:00
303,99,546190,TICKET-303-7790,App,False,2025-03-23 00:22:29
304,99,546117,TICKET-304-6051,App,True,2025-03-23 00:22:29
305,99,546076,TICKET-305-4469,WhatsApp,False,2025-03-23 00:22:29
306,99,546010,TICKET-306-2308,WhatsApp,False,2025-03-23 00:22:29
307,99,546087,TICKET-307-7180,App,True,
308,100,205870,TICKET-308-7138,App,False,2025-02-20 18:24:52
309,100,205853,TICKET-309-1821,App,False,2025-02-20 18:24:52
310,101,285466,TICKET-310-8756,WhatsApp,False,
311,101,285441,TICKET-311-6955,App,True,
312,101,285574,TICKET-312-4252,WhatsApp,True,2025-03-28 09:19:07
313,101,285481,TICKET-313-1344,App,False,2025-03-28 09:19:07
314,102,404043,TICKET-314-7168,App,False,2025-02-18 19:45:53
315,102,404231,TICKET-315-1049,App,True,
316,102,404148,TICKET-316-9094,WhatsApp,True,
317,102,404229,TICKET-317-2126,WhatsApp,False,2025-02-18 19:45:53
318,102,404035,TICKET-318-7079,App,False,
319,103,785228,TICKET-319-2793,App,False,2025-02-23 20:54:48
320,103,785134,TICKET-320-3145,App,False,2025-02-23 20:54:48
321,103,785063,TICKET-321-5119,App,True,
322,103,785094,TICKET-322-6467,App,True,2025-02-23 20:54:48
323,103,785228,TICKET-323-8352,App,True,2025-02-23 20:54:48
324,104,267954,TICKET-324-1830,WhatsApp,False,2025-03-04 04:24:58
325,105,686773,TICKET-325-4473,WhatsApp,False,2025-03-01 14:19:23
326,105,686834,TICKET-326-1411,WhatsApp,False,2025-03-01 14:19:23
327,105,686938,TICKET-327-5937,App,True,
328,105,686775,TICKET-328-4650,App,True,
329,105,686979,TICKET-329-9470,App,True,
330,106,265112,TICKET-330-1699,WhatsApp,True,2025-02-14 17:24:28
331,106,265069,TICKET-331-5817,App,True,
332,106,265199,TICKET-332-7699,App,True,
333,106,265192,TICKET-333-5358,App,False,2025-02-14 17:24:28
334,106,265191,TICKET-334-1024,App,True,2025-02-14 17:24:28
335,107,653729,TICKET-335-2233,App,True,
336,107,653587,TICKET-336-8517,App,False,2025-03-22 05:14:47
337,108,545441,TICKET-337-3297,WhatsApp,False,2025-03-30 23:49:45
338,108,545388,TICKET-338-5266,App,True,2025-03-30 23:49:45
339,108,545448,TICKET-339-8289,WhatsApp,True,
340,108,545361,TICKET-340-3955,WhatsApp,False,2025-03-30 23:49:45
341,108,545342,TICKET-341-6863,WhatsApp,False,
342,109,341432,TICKET-342-7217,WhatsApp,True,2025-02-28 07:22:33
343,109,341590,TICKET-343-6332,App,True,2025-02-28 07:22:33
344,109,341537,TICKET-344-7251,App,True,2025-02-28 07:22:33
345,109,341520,TICKET-345-3462,WhatsApp,True,2025-02-28 07:22:33
346,110,292620,TICKET-346-9410,WhatsApp,False,2025-03-29 21:39:03
347,111,646318,TICKET-347-4311,WhatsApp,False,2025-03-13 14:06:43
348,111,646349,TICKET-348-7740,App,True,2025-03-13 14:06:43
349,112,221170,TICKET-349-6948,App,True,2025-02-18 00:37:50
350,112,221161,TICKET-350-1119,App,False,2025-02-18 00:37:50
351,112,221148,TICKET-351-2089,App,False,2025-02-18 00:37:50
352,113,194607,TICKET-352-8913,WhatsApp,False,2025-03-01 08:51:18
353,113,194644,TICKET-353-3179,WhatsApp,False,2025-03-01 08:51:18
354,113,194657,TICKET-354-1722,WhatsApp,False,2025-03-01 08:51:18
355,113,194724,TICKET-355-9947,WhatsApp,True,
356,113,194707,TICKET-356-6822,App,True,2025-03-01 08:51:18
357,114,218512,TICKET-357-4159,App,True,2025-03-01 14:56:39
358,115,62058,TICKET-358-4401,WhatsApp,True,2025-02-24 01:02:21
359,115,62091,TICKET-359-4633,WhatsApp,True,
360,116,500622,TICKET-360-3333,WhatsApp,True,2025-03-02 05:11:11
361,116,500703,TICKET-361-3717,WhatsApp,True,2025-03-02 05:11:11
362,116,500554,TICKET-362-4432,App,False,
363,116,500593,TICKET-363-7838,App,True,2025-03-02 05:11:11
364,117,837182,TICKET-364-1085,WhatsApp,False,2025-04-02 04:58:14
365,117,837079,TICKET-365-6230,App,True,
366,117,837216,TICKET-366-2508,WhatsApp,True,2025-04-02 04:58:14
367,117,837219,TICKET-367-2800,App,True,
368,118,292473,TICKET-368-7902,App,False,
369,118,292540,TICKET-369-8895,App,False,
370,119,667219,TICKET-370-6996,WhatsApp,False,2025-02-18 09:32:55
371,119,667150,TICKET-371-7475,WhatsApp,False,2025-02-18 09:32:55
372,119,667071,TICKET-372-2167,WhatsApp,True,2025-02-18 09:32:55
373,119,667247,TICKET-373-1380,App,False,
374,120,234848,TICKET-374-7289,WhatsApp,True,2025-04-02 07:33:55
375,120,234880,TICKET-375-4181,WhatsApp,True,2025-04-02 07:33:55
376,120,234928,TICKET-376-1137,WhatsApp,True,2025-04-02 07:33:55
377,120,234938,TICKET-377-6301,WhatsApp,False,2025-04-02 07:33:55
378,120,234963,TICKET-378-1290,WhatsApp,True,2025-04-02 07:33:55
379,121,771967,TICKET-379-7157,App,True,2025-03-11 08:59:41
380,122,129743,TICKET-380-3428,App,True,2025-03-26 00:03:20
381,122,129726,TICKET-381-1359,WhatsApp,False,2025-03-26 00:03:20
382,122,129652,TICKET-382-9572,App,True,2025-03-26 00:03:20
383,122,129640,TICKET-383-5823,WhatsApp,True,2025-03-26 00:03:20
384,123,218344,TICKET-384-2758,App,False,2025-02-22 08:48:58
385,123,218231,TICKET-385-5092,WhatsApp,False,2025-02-22 08:48:58
386,123,218315,TICKET-386-3178,App,False,2025-02-22 08:48:58
387,124,350111,TICKET-387-1879,WhatsApp,True,
388,124,350175,TICKET-388-1587,App,True,2025-03-29 17:49:02
389,124,350110,TICKET-389-3868,WhatsApp,False,
390,124,350119,TICKET-390-8925,App,True,
391,125,58902,TICKET-391-6589,WhatsApp,False,2025-03-23 13:13:57
392,126,18397,TICKET-392-4303,WhatsApp,True,
393,126,18365,TICKET-393-8533,WhatsApp,False,
394,126,18448,TICKET-394-6315,App,False,2025-02-09 16:57:19
395,126,18376,TICKET-395-8035,WhatsApp,False,2025-02-09 16:57:19
396,127,94365,TICKET-396-1031,App,True,
397,128,583805,TICKET-397-3893,App,False,2025-03-03 01:42:29
398,128,583784,TICKET-398-4870,App,False,2025-03-03 01:42:29
399,128,583997,TICKET-399-8994,App,False,
400,128,583840,TICKET-400-4268,App,True,
401,129,501351,TICKET-401-7897,WhatsApp,False,
402,129,501309,TICKET-402-7372,App,False,
403,130,462881,TICKET-403-6142,WhatsApp,False,
404,130,462973,TICKET-404-1807,WhatsApp,True,
405,130,462845,TICKET-405-4658,WhatsApp,False,2025-02-05 06:57:35
406,130,462809,TICKET-406-9985,App,True,2025-02-05 06:57:35
407,131,486307,TICKET-407-5042,App,False,2025-02-13 05:02:03
408,131,486446,TICKET-408-2179,WhatsApp,True,2025-02-13 05:02:03
409,131,486280,TICKET-409-6052,App,True,
410,132,734475,TICKET-410-5212,WhatsApp,False,2025-02-28 04:16:16
411,132,734368,TICKET-411-5978,WhatsApp,True,2025-02-28 04:16:16
412,133,173371,TICKET-412-6259,WhatsApp,False,
413,133,173314,TICKET-413-8900,App,True,2025-03-22 14:32:52
414,133,173290,TICKET-414-3938,WhatsApp,False,2025-03-22 14:32:52
415,133,173366,TICKET-415-2710,App,True,2025-03-22 14:32:52
416,134,82579,TICKET-416-2010,App,True,2025-03-18 12:59:39
417,135,727690,TICKET-417-3205,App,True,2025-03-26 06:16:22
418,135,727611,TICKET-418-8869,App,False,2025-03-26 06:16:22
419,135,727697,TICKET-419-9101,WhatsApp,False,
420,135,727514,TICKET-420-4671,App,False,2025-03-26 06:16:22
421,135,727583,TICKET-421-3766,App,True,2025-03-26 06:16:22
